frameNo	startTime	endTime	dialogue
414	00:26:06,544	00:26:09,779	$I'll get out of here,$you realize, before long.
415	00:26:09,814	00:26:11,014	$Confess.
416	00:26:11,048	00:26:14,317	$I can make you$a wealthy woman.
417	00:26:14,352	00:26:16,019	$A lady of the court.
418	00:26:16,053	00:26:17,554	$Confess.
419	00:26:22,193	00:26:25,862	$Or I can make sure you die in the most$hideous way imaginable.
420	00:26:25,897	00:26:28,164	$And all I do is sit here
421	00:26:28,199	00:26:31,034	$imagining hideous ways$for you to die.
422	00:26:41,379	00:26:43,546	$<i>( door opens )</i>
423	00:26:43,581	00:26:46,683	$<i>( door closes, locks )</i>
424	00:26:56,294	00:26:58,561	$( slurping )
425	00:27:07,104	00:27:10,006	$<i>( wind howling )</i>
426	00:27:16,380	00:27:18,315	$Does it hurt?
427	00:27:19,750	00:27:21,785	$No.
428	00:27:21,819	00:27:24,020	$Good.
429	00:27:27,258	00:27:29,326	$How are you?
430	00:27:29,360	00:27:32,996	$I'm not the one who got punched$and kicked in the face.
431	00:27:34,932	00:27:36,866	$You know what I mean.
432	00:27:38,669	00:27:40,003	$I'm good.
433	00:27:41,172	00:27:43,606	$- Are you scared?$- A little.
434	00:27:43,641	00:27:45,608	$Me, too.
435	00:27:47,478	00:27:49,312	$<i>( knocks on door )</i>
436	00:27:49,347	00:27:51,047	$- Who's there?$- <i>Olly.</i>
437	00:27:51,082	00:27:53,083	$Oh.
438	00:27:53,117	00:27:54,985	$Come in.
439	00:27:57,488	00:27:59,456	$I heard what happened.
440	00:27:59,490	00:28:02,225	$Oh, not to worry.
441	00:28:02,259	00:28:05,462	$Men brawl from time to time.$It's only natural.
442	00:28:08,065	00:28:09,632	$Figured you were hungry.
443	00:28:09,667	00:28:13,236	$Oh, you're a good lad.
444	00:28:15,072	00:28:17,407	$Wanted to ask you$something
445	00:28:17,441	00:28:19,275	$if you've got the time.
446	00:28:19,310	00:28:21,611	$I need to check$on baby Sam.
447	00:28:26,917	00:28:28,752	$<i>( door closes )</i>
448	00:28:28,786	00:28:31,988	$Sam: <i>Now then,</i>$<i>how can I help?</i>
449	00:28:33,457	00:28:35,392	$- It's about the Lord Commander.$- Yes?
450	00:28:35,426	00:28:38,495	$He's going up to Hardhome$to save all them wildlings.
451	00:28:40,431	00:28:43,700	$Wildlings killed$my mom and dad.
452	00:28:43,734	00:28:45,435	$They killed everyone$in my village.
453	00:28:45,469	00:28:47,203	$We've been$fighting them for years.
454	00:28:47,271	00:28:48,872	$<i>This wasn't a fight.</i>
455	00:28:48,906	00:28:52,409	$We were farmers$and they slaughtered us.
456	00:28:54,011	00:28:55,745	$So why is he saving them?
457	00:28:56,360	00:28:58,561	$Wildlings are people.
458	00:28:58,595	00:29:01,931	$Just like us, there are good ones$and bad ones.
459	00:29:01,965	00:29:05,334	$The one he's travelling with,$the one with the red beard,
460	00:29:05,369	00:29:07,336	$he led the raid$on my village.
461	00:29:07,371	00:29:09,672	$- <i>Oh, Olly.</i>$- How can he trust him?
462	00:29:11,108	00:29:13,776	$I've seen the army$of the dead.
463	00:29:13,810	00:29:16,812	$<i>I've seen</i>$<i>the white walkers.</i>
464	00:29:16,847	00:29:19,582	$And they're coming for us,$for all the living.
465	00:29:21,852	00:29:25,021	$And when it's time,
466	00:29:25,055	00:29:28,057	$we'll need every$last man we can find.
467	00:29:28,091	00:29:31,060	$But what if we let$the wildlings through the gates
468	00:29:31,161	00:29:32,962	$and they cut our throats$while we sleep?
469	00:29:32,996	00:29:35,364	$Jon's taking a risk,$but he has to.
470	00:29:35,399	00:29:38,100	$We don't stand$a chance otherwise.
471	00:29:38,135	00:29:42,071	$<i>Sometimes a man</i>$<i>has to make hard choices,</i>
472	00:29:42,105	00:29:44,006	$<i>choices that might look</i>$<i>wrong to others,</i>
473	00:29:44,041	00:29:46,809	$<i>but you know are right</i>$<i>in the long run.</i>
474	00:29:46,843	00:29:48,544	$You believe that?
475	00:29:48,578	00:29:50,713	$With all my heart.
476	00:29:57,287	00:29:59,555	$<i>Try not to worry, Olly.</i>
477	00:29:59,589	00:30:02,558	$I've been worrying$about Jon for years.
478	00:30:02,592	00:30:04,560	$He always comes back.
479	00:30:09,499	00:30:11,567	$( wind howling )
480	00:30:29,820	00:30:32,088	$( men grunting )
481	00:30:46,837	00:30:48,838	$Ranger:$<i>Turn us about!</i>
482	00:31:21,438	00:31:24,039	$You trust me,$Jon Snow?
483	00:31:24,074	00:31:26,242	$Does that$make me a fool?
484	00:31:26,276	00:31:28,544	$We're fools$together now.
485	00:31:35,485	00:31:37,653	$<i>( man whistles )</i>
486	00:31:45,028	00:31:47,930	$Lord of Bones.
487	00:31:47,998	00:31:50,399	$Been a long time.
488	00:31:50,433	00:31:53,302	$Last time I saw you,$the little crow was your prisoner.
489	00:31:53,336	00:31:55,704	$The other way around now.$What happened?
490	00:31:55,739	00:31:57,339	$War.
491	00:31:57,374	00:32:00,276	$War?$You call that a war?
492	00:32:00,310	00:32:02,478	$The greatest army$the North has ever seen
493	00:32:02,512	00:32:05,514	$cut to pieces$by some southern king.
494	00:32:05,549	00:32:07,683	$We should gather$the elders,
495	00:32:07,717	00:32:09,618	$find somewhere$quiet to talk.
496	00:32:09,686	00:32:11,554	$You don't give$the orders here.
497	00:32:11,588	00:32:13,622	$I'm not giving an order.
498	00:32:15,325	00:32:17,159	$Why aren't you$in chains?
499	00:32:18,128	00:32:20,563	$He's not my prisoner.
500	00:32:20,597	00:32:21,831	$No?
501	00:32:21,865	00:32:23,699	$What is he?
502	00:32:23,733	00:32:25,434	$We're allies.
503	00:32:27,003	00:32:29,705	$You fucking traitor.
504	00:32:32,709	00:32:34,510	$You fight$for the crows now?
505	00:32:36,613	00:32:39,148	$I don't fight$for the crows.
506	00:32:40,550	00:32:44,053	$We're not here to fight.$We're here to talk.
507	00:32:44,120	00:32:46,488	$Is that right?
508	00:32:46,523	00:32:49,892	$You and the pretty crow$do a lot of talking, Tormund?
509	00:32:49,926	00:32:52,061	$And when$you're done talking,
510	00:32:52,095	00:32:54,730	$do you get down on your knees$and suck his cock?
511	00:32:54,764	00:32:56,365	$( grunts )
512	00:33:10,413	00:33:13,515	$Gather the elders$and let's talk.
513	00:33:37,741	00:33:39,375	$<i>( man coughs )</i>
514	00:33:39,409	00:33:41,777	$My name's Jon Snow.
515	00:33:43,346	00:33:45,614	$I'm Lord Commander$of the Night's Watch.
516	00:33:48,351	00:33:50,686	$We're not friends.
517	00:33:50,720	00:33:53,206	$<i>We've never been friends.</i>
518	00:33:54,211	00:33:55,864	$<i>We won't become</i>$<i>friends today.</i>
519	00:33:58,061	00:34:00,162	$<i>This isn't</i>$<i>about friendship.</i>
520	00:34:02,032	00:34:04,199	$This is about$survival.
521	00:34:04,234	00:34:06,268	$This is about putting$a 700-foot wall
522	00:34:06,303	00:34:08,871	$between you$and what's out there.
523	00:34:08,905	00:34:10,606	$You built that wall$to keep us out.
524	00:34:10,640	00:34:13,609	$Since when do the crows$give two shits if we live?
525	00:34:13,677	00:34:16,512	$Jon: <i>In normal times we wouldn't.</i>$<i>But these aren't normal times.</i>
526	00:34:16,546	00:34:19,949	$The white walkers$don't care if a man's free folk or crow.
527	00:34:19,983	00:34:23,118	$We're all the same to them,$meat for their army.
528	00:34:23,186	00:34:25,321	$But together$we can beat them.
529	00:34:25,355	00:34:27,489	$Beat the white walkers?
530	00:34:27,524	00:34:30,392	$Good luck with that.$Run from them, maybe.
531	00:34:40,203	00:34:42,304	$It's not a trick.
532	00:34:45,075	00:34:48,143	$It's a gift$for those who join us.
533	00:34:53,016	00:34:55,985	$Dragonglass.
534	00:34:56,019	00:34:59,021	$A man of the Night's Watch$used one of these daggers
535	00:34:59,055	00:35:01,123	$<i>to kill a walker.</i>
536	00:35:01,157	00:35:03,592	$- You saw this?$- No.
537	00:35:03,660	00:35:05,194	$But I trust the man.
538	00:35:05,228	00:35:07,763	$There are old stories$about dragonglass.
539	00:35:07,797	00:35:11,266	$There are old stories$about ice spiders as big as hounds.
540	00:35:11,301	00:35:13,469	$And with the things$we've seen, you don't believe them?
541	00:35:13,503	00:35:16,305	$Jon: <i>Come with me and I'll share</i>$<i>these weapons.</i>
542	00:35:16,339	00:35:17,873	$Come with you where?
543	00:35:17,907	00:35:19,675	$Jon: <i>There are good lands</i>$<i>south of the Wall.</i>
544	00:35:19,709	00:35:21,477	$<i>The Night's Watch will let you</i>$<i>through the tunnel</i>
545	00:35:21,511	00:35:23,912	$and allow your people$to farm those lands.
546	00:35:23,947	00:35:26,982	$( murmuring )
547	00:35:27,017	00:35:29,184	$I knew Mance Rayder.
548	00:35:29,252	00:35:31,387	$<i>He never wanted a war</i>$<i>with the Night's Watch.</i>
549	00:35:31,421	00:35:33,922	$<i>He wanted a new life</i>$<i>for his people, for you.</i>
550	00:35:33,957	00:35:36,392	$We're prepared$to give you that new life.
551	00:35:36,426	00:35:38,060	$If?
552	00:35:38,094	00:35:41,397	$If you swear you'll join us$when the real war begins.
553	00:35:43,833	00:35:45,401	$Where is Mance?
554	00:35:48,738	00:35:51,507	$- He died.$- How?
555	00:35:56,746	00:35:58,747	$I put an arrow$through his heart.
556	00:35:58,782	00:36:01,016	$- ( wildlings shouting )$- Tormund: Hey, hey.
557	00:36:01,084	00:36:03,118	$Hey, hey, hey,$hey, hey.
558	00:36:05,288	00:36:06,688	$Hey, hey, hey.
559	00:36:06,723	00:36:08,357	$Loboda: <i>I say we send</i>$<i>the Lord Commander</i>
560	00:36:08,391	00:36:12,194	$back to Castle Black$with no eyes.
561	00:36:13,830	00:36:16,131	$Hey, none of you$saw Mance die.
562	00:36:16,199	00:36:17,866	$I did.
563	00:36:17,901	00:36:21,303	$The southern king$who broke our army, Stannis,
564	00:36:21,337	00:36:23,972	$wanted to burn him alive$to send us a message.
565	00:36:24,007	00:36:26,975	$Jon Snow defied$that cunt's orders.
566	00:36:28,211	00:36:30,379	$His arrow was mercy.
567	00:36:31,481	00:36:32,781	$What he did$took courage.
568	00:36:32,816	00:36:34,516	$And that's$what we need today,
569	00:36:34,551	00:36:36,185	$the courage$to make peace
570	00:36:36,219	00:36:39,455	$with men we've been killing$for generations.
571	00:36:39,489	00:36:41,690	$I lost my father,$my uncle,
572	00:36:41,724	00:36:44,093	$and two brothers$fighting the damn crows.
573	00:36:44,127	00:36:47,229	$I'm not asking you$to forget your dead.
574	00:36:47,263	00:36:49,364	$I'll never$forget mine.
575	00:36:51,201	00:36:55,471	$I lost 50 brothers$the night that Mance attacked the Wall.
576	00:36:56,439	00:36:58,740	$But I'm asking you
577	00:36:58,775	00:37:00,843	$to think about$your children now.
578	00:37:02,712	00:37:04,346	$<i>They'll never have</i>$<i>children of their own</i>
579	00:37:04,380	00:37:06,815	$<i>if we don't band together.</i>
580	00:37:06,883	00:37:09,685	$The Long Night$is coming
581	00:37:09,719	00:37:11,687	$and the dead$come with it.
582	00:37:11,721	00:37:14,423	$No clan can stop them.
583	00:37:14,457	00:37:16,291	$The free folk$can't stop them.
584	00:37:16,326	00:37:17,726	$The Night's Watch$can't stop them.
585	00:37:17,794	00:37:21,196	$And all the southern kings$can't stop them.
586	00:37:22,332	00:37:24,933	$<i>Only together,</i>$<i>all of us.</i>
587	00:37:24,968	00:37:26,702	$And even then$it may not be enough,
588	00:37:26,736	00:37:29,004	$but at least we'll give$the fuckers a fight.
589	00:37:44,521	00:37:47,089	$You vouch$for this man, Tormund?
590	00:37:49,659	00:37:52,661	$He's prettier$than both my daughters,
591	00:37:52,695	00:37:54,563	$<i>but he knows</i>$<i>how to fight.</i>
592	00:37:54,597	00:37:57,466	$He's young,$but he knows how to lead.
593	00:37:58,968	00:38:00,636	$He didn't have$to come to Hardhome.
594	00:38:00,670	00:38:04,806	$He came because$he needs us
595	00:38:04,841	00:38:06,875	$and we need him.
596	00:38:10,747	00:38:12,781	$My ancestors$would spit on me
597	00:38:12,815	00:38:14,950	$if I broke bread$with a crow.
598	00:38:14,984	00:38:17,853	$So would mine,$but fuck 'em, they're dead.
599	00:38:24,627	00:38:27,196	$( sighs )
600	00:38:27,230	00:38:29,531	$I'll never trust$a man in black.
601	00:38:33,636	00:38:36,138	$But I trust you,$Tormund.
602	00:38:36,172	00:38:39,508	$If you say$this is the way,
603	00:38:39,542	00:38:40,809	$we're with you.
604	00:38:44,881	00:38:47,482	$- This is the way.$- ( murmuring )
605	00:38:48,518	00:38:50,319	$Elder:$<i>I'm with Tormund.</i>
606	00:38:50,353	00:38:52,688	$We stay here,$we're dead men.
607	00:38:54,390	00:38:57,392	$At least with King Crow,$there's a chance.
608	00:38:57,427	00:39:00,028	$<i>( giant growls )</i>
609	00:39:00,096	00:39:03,232	$Tormund.
610	00:39:06,269	00:39:09,071	$Keep that new life$you want to give us.
611	00:39:11,808	00:39:14,409	$And keep your glass,$King Crow.
612	00:39:16,512	00:39:20,249	$As soon as you get on$his ships, they're gonna slit your throats
613	00:39:20,283	00:39:23,252	$and dump your bodies$to the bottom of the Shivering Sea.
614	00:39:25,255	00:39:27,256	$That's our enemy.
615	00:39:28,891	00:39:31,026	$That has always$been our enemy.
616	00:39:46,909	00:39:48,710	$I fucking hate Thenns.
617	00:39:56,953	00:39:59,388	$( chatter )
618	00:40:08,665	00:40:11,199	$- Man: Move it.$- Woman: Be careful.
619	00:40:11,234	00:40:13,101	$- Man #2: <i>Move 'em along, now.</i>$- Man #3: <i>Cast-off time.</i>
620	00:40:13,136	00:40:15,103	$<i>That's it, come on.</i>
621	00:40:17,807	00:40:20,275	$How many are with us?$5,000?
622	00:40:20,310	00:40:22,477	$I'm not good$at counting.
623	00:40:23,813	00:40:25,514	$We're leaving$too many behind.
624	00:40:25,548	00:40:27,049	$The free folk$are stubborn.
625	00:40:27,083	00:40:29,584	$You know how long$it took Mance to band them together?
626	00:40:29,619	00:40:32,120	$20 fucking years.
627	00:40:32,188	00:40:35,190	$And he knew them better$than I ever will.
628	00:40:35,224	00:40:39,494	$They're running out of food$and there's nothing to hunt.
629	00:40:39,529	00:40:41,029	$They'll come around.
630	00:40:43,866	00:40:46,368	$- Jon: <i>Get yourselves ready.</i>$- Man: <i>Aye!</i>
631	00:40:46,402	00:40:48,170	$Johnna is gonna$look after you.
632	00:40:48,204	00:40:50,972	$She's in charge.$You listen to her.
633	00:40:52,075	00:40:54,676	$Man: <i>Take her.</i>$<i>There you are.</i>
634	00:40:54,711	00:40:56,044	$I want to go with you.
635	00:40:56,079	00:40:58,714	$I need to get$the old folks on the boats.
636	00:40:58,748	00:41:00,982	$I'm right behind you.$I promise.
637	00:41:04,887	00:41:06,521	$Go on.
638	00:41:08,925	00:41:10,125	$<i>( overlapping voices )</i>$<i>Another one.</i>
639	00:41:10,159	00:41:13,061	$<i>Keep moving.</i>$<i>We'll meet you out there.</i>
640	00:41:15,732	00:41:18,367	$<i>Won't be able to take that on the boat.</i>$<i>It's too big.</i>
641	00:41:18,401	00:41:21,903	$- <i>That's the last one!</i>$- <i>Three more! Move on!</i>
642	00:41:21,938	00:41:25,507	$<i>( overlapping voices continue )</i>$<i>There's more dragonglass everywhere.</i>
643	00:41:25,541	00:41:28,610	$( growls )
644	00:41:31,748	00:41:34,516	$<i>I've got some more daggers</i>$<i>over here.</i>
645	00:41:34,550	00:41:36,985	$<i>Put that dagger</i>$<i>in his bag.</i>
646	00:41:39,589	00:41:41,590	$Uh...
647	00:41:41,624	00:41:44,025	$( speaks the Old Tongue )
648	00:41:48,464	00:41:51,133	$<i>( dogs barking, howling )</i>
649	00:41:58,408	00:42:00,542	$- ( wind gusting )$- <i>( barking continues )</i>
650	00:42:02,979	00:42:05,947	$<i>( thunder rumbling )</i>
651	00:42:10,153	00:42:12,287	$( murmuring )
652	00:42:20,930	00:42:23,031	$( whining )
653	00:42:33,242	00:42:37,078	$- Man: <i>Steady!</i>$- ( rumbling )
654	00:42:39,081	00:42:42,083	$- ( wind howling )$- ( people shouting )
655	00:42:54,831	00:42:56,865	$Shut the gates.
656	00:42:56,933	00:42:58,700	$Man:$<i>Close the gates!</i>
657	00:42:58,734	00:43:01,436	$( shouting, screaming )
658	00:43:02,972	00:43:04,806	$Shut the gates!
659	00:43:08,211	00:43:10,345	$- ( shouting )$- Wait!
660	00:43:10,379	00:43:13,114	$- Open the gate!$- Let us in!
661	00:43:14,183	00:43:16,318	$- ( all shouting )$- Help us!
662	00:43:26,028	00:43:28,363	$- <i>( people screaming )</i>$- Woman: <i>Please open it!</i>
663	00:43:28,397	00:43:30,932	$- <i>( pounding )</i>$- Man: <i>Open the gate!</i>
664	00:43:31,000	00:43:33,668	$<i>( shouting continues )</i>
665	00:43:35,338	00:43:37,372	$<i>( shouting stops )</i>
666	00:43:57,493	00:43:58,894	$<i>( footsteps )</i>
667	00:43:58,928	00:44:02,898	$<i>( distant screams echoing )</i>
668	00:44:09,438	00:44:10,939	$( screams )
669	00:44:11,007	00:44:13,441	$( roaring )
670	00:44:13,476	00:44:16,411	$( people screaming )
671	00:44:16,445	00:44:18,647	$Tormund:$<i>Ready your arrows!</i>
672	00:44:19,815	00:44:21,850	$<i>( snarling )</i>
673	00:44:27,323	00:44:30,258	$<i>( people screaming )</i>
674	00:44:33,429	00:44:36,031	$( all shouting )
675	00:44:37,900	00:44:41,069	$- Tormund: Wait! Wait!$- Keep in line! Keep in line!
676	00:44:41,103	00:44:43,438	$Get in line!
677	00:44:51,514	00:44:53,248	$( snarling )
678	00:45:05,328	00:45:08,697	$<i>( thumping, snarling )</i>
679	00:45:15,571	00:45:17,472	$( growling )
680	00:45:20,376	00:45:22,143	$( shouts )
681	00:45:43,532	00:45:46,167	$Man:$Get to the front!
682	00:45:46,202	00:45:48,136	$Man #2:$<i>Go on, shoot it!</i>
683	00:45:50,272	00:45:52,507	$( shouting )
684	00:45:54,677	00:45:58,813	$- Karsi: Wait, wait!$- Jon: <i>Duncan, hold the line! Hold the line!</i>
685	00:46:03,285	00:46:05,320	$Lord Commander!
686	00:46:05,388	00:46:07,689	$Get them to the ship$and come back for me!
687	00:46:07,723	00:46:09,357	$- But you'll never make--$- Now!
688	00:46:09,392	00:46:12,360	$( people shouting )
689	00:46:12,395	00:46:15,397	$- Let me on!$- Let me on!
690	00:46:15,464	00:46:17,599	$- Bloody fucking move!$- Let go!
691	00:46:18,801	00:46:20,301	$You should be on$one of those boats.
692	00:46:20,336	00:46:23,038	$So should you.$My little girls got on.
693	00:46:23,072	00:46:25,240	$They're gonna let them$pass the Wall even if you're not there?
694	00:46:25,307	00:46:27,909	$You have my word.$I've given orders.
695	00:46:27,943	00:46:30,645	$Don't think you're gonna$be there to enforce those orders.
696	00:46:30,680	00:46:32,814	$<i>( thunder rumbles )</i>
697	00:46:32,848	00:46:35,283	$If they get through,$everyone dies.
698	00:46:38,888	00:46:41,790	$Night's Watch, with me!
699	00:46:41,824	00:46:45,126	$Move! Move!
700	00:46:45,161	00:46:46,961	$Move!
701	00:47:32,742	00:47:35,009	$( screams )
702	00:47:36,345	00:47:39,748	$( screaming )
703	00:47:52,128	00:47:53,228	$Man:$No, no!
704	00:48:03,105	00:48:05,874	$- Jon: <i>Tormund, the sleigh!</i>$- Tormund: Okay, okay!
705	00:48:54,123	00:48:55,523	$The dragonglass.
706	00:48:55,558	00:48:57,659	$You and me, then!
707	00:48:58,694	00:49:00,295	$Go!
708	00:49:13,976	00:49:16,077	$<i>( giant growling )</i>
709	00:50:10,332	00:50:12,333	$Get the glass.
710	00:50:16,872	00:50:18,506	$( shouts )
711	00:50:25,281	00:50:27,215	$( grunts )
712	00:50:36,659	00:50:38,359	$( grunts )
713	00:51:11,860	00:51:13,962	$( gasping )
714	00:51:25,441	00:51:27,308	$( gasps )
715	00:51:43,025	00:51:44,025	$( rings )
716	00:51:44,994	00:51:46,728	$( grunts )
717	00:52:13,689	00:52:16,891	$- <i>( screams echoing )</i>$- ( groans )
718	00:52:43,786	00:52:45,653	$( panting )
719	00:53:05,874	00:53:09,043	$( screaming )
720	00:53:11,513	00:53:13,815	$( people shouting )
721	00:53:17,786	00:53:19,487	$Come on!
722	00:53:19,521	00:53:21,155	$The dragonglass.
723	00:53:21,190	00:53:24,659	$Fuck the glass!$We are gonna die here!
724	00:53:24,726	00:53:28,162	$<i>( screeching )</i>
725	00:53:55,157	00:53:57,725	$Oh, fuck!
726	00:53:59,328	00:54:01,162	$( shouting )
727	00:54:03,699	00:54:06,534	$- Man: <i>Tormund, run!</i>$- ( wood creaking )
728	00:54:06,568	00:54:09,437	$( men shouting )
729	00:54:14,743	00:54:17,845	$- Wun Wun, to the sea.$- ( roaring )
730	00:54:58,921	00:55:01,455	$- <i>( woman screaming )</i>$- <i>( overlapping voices )</i> <i>Quickly!</i>
731	00:55:01,523	00:55:03,958	$- <i>Faster, faster!</i>$- <i>Run, run!</i>
732	00:55:03,992	00:55:05,960	$<i>Quickly!</i>
733	00:55:07,930	00:55:10,932	$- Quickly, row! Row!$- Go, go, come on!
734	00:55:20,108	00:55:22,677	$( wildlings screaming )
735	00:55:39,928	00:55:43,097	$Let's go!$Now, now!
736	00:55:47,102	00:55:49,370	$Man:$<i>Come on, row!</i>
737	00:55:50,973	00:55:53,107	$( screaming )
738	00:56:00,082	00:56:03,251	$( screaming continues )
739	00:58:34,536	00:58:37,805	$<i>( water sloshing )</i>
740	00:58:37,295	00:58:43,795	$== sync, corrected by <font color=#00FF00>elderman</font> ==$<font color=#00FFFF>@elder_man</font>
741	00:58:43,790	00:58:47,790	$<font color=#FFFF00>♪ Music playing  ♪</font>
742	00:59:50,714	00:59:55,714	$<font color=#FFFF00>♪ Music playing ends  ♪</font>
9999	00:00:0,500	00:00:2,00	$<font color="#ffff00" size=14>www.tvsubtitles.net</font>
