frameNo	startTime	endTime	dialogue
454	00:48:08,764	00:48:11,030	$But they're already here, my lord.
455	00:48:15,069	00:48:18,070	$Here, my lord.
456	00:48:36,358	00:48:38,391	$They weren't easy to carve.
457	00:48:40,061	00:48:41,961	$Especially Black Walder.
458	00:48:43,774	00:48:44,931	$What...
459	00:48:52,040	00:48:53,707	$My name is Arya Stark.
460	00:48:53,809	00:48:55,308	$I want you to know that.
461	00:48:55,410	00:48:58,144	$The last thing you're ever going to see
462	00:48:58,246	00:49:00,980	$is a Stark smiling down$at you as you die.
463	00:49:55,771	00:49:57,771	$Forgive me, my lady...
464	00:49:59,207	00:50:02,208	$if you're at prayer.
465	00:50:02,310	00:50:04,310	$I'm done with all that.
466	00:50:06,515	00:50:09,048	$I came here every day when I was a girl.
467	00:50:10,752	00:50:13,586	$I prayed to be somewhere else.
468	00:50:13,688	00:50:17,391	$Back then I only thought about what I$wanted, never about what I had.
469	00:50:21,496	00:50:22,929	$I was a stupid girl.
470	00:50:23,031	00:50:24,964	$You were a child.
471	00:50:28,269	00:50:30,737	$What do you want?
472	00:50:30,839	00:50:33,205	$I thought you knew what I wanted.
473	00:50:33,308	00:50:34,908	$I was wrong.
474	00:50:35,009	00:50:37,677	$No, you weren't.
475	00:50:40,415	00:50:41,981	$Every time I'm faced with a decision,
476	00:50:42,083	00:50:44,317	$I close my eyes and$see the same picture.
477	00:50:46,020	00:50:49,422	$Whenever I consider an$action, I ask myself
478	00:50:49,524	00:50:53,660	$will this action help to$make this picture a reality?
479	00:50:55,630	00:50:58,397	$Pull it out of my mind
480	00:50:58,500	00:51:00,333	$and into the world?
481	00:51:02,437	00:51:05,404	$And I only act if the answer is yes.
482	00:51:08,176	00:51:11,203	$A picture of me...
483	00:51:11,204	00:51:13,945	$on the Iron Throne...
484	00:51:15,550	00:51:17,450	$and you by my side.
485	00:51:27,529	00:51:29,428	$It's a pretty picture.
486	00:51:34,970	00:51:38,471	$News of this battle will spread$quickly through the Seven Kingdoms.
487	00:51:38,573	00:51:42,074	$I've declared for House$Stark for all to hear.
488	00:51:42,176	00:51:44,644	$You've declared for other$houses before, Lord Baelish.
489	00:51:44,746	00:51:47,446	$It's never stopped you$from serving yourself.
490	00:51:47,549	00:51:49,749	$The past is gone for good.
491	00:51:49,851	00:51:51,918	$You can sit here mourning its departure
492	00:51:52,020	00:51:54,954	$or you can prepare for the future.
493	00:51:55,056	00:51:57,524	$You, my love,
494	00:51:57,626	00:52:00,259	$are the future of House Stark.
495	00:52:00,361	00:52:04,030	$Who should the North rally behind?
496	00:52:04,132	00:52:06,833	$A trueborn daughter of$Ned and Catelyn Stark
497	00:52:06,935	00:52:08,835	$born here at Winterfell
498	00:52:08,937	00:52:12,138	$or a motherless bastard$born in the south?
499	00:52:38,600	00:52:40,833	$This is where I leave you.
500	00:52:40,936	00:52:42,735	$You're not coming with us?
501	00:52:44,205	00:52:47,607	$The Wall is not just ice and stone.
502	00:52:47,709	00:52:50,877	$Ancient spells were carved$into its foundations.
503	00:52:52,681	00:52:54,747	$Strong magic
504	00:52:54,849	00:52:57,984	$to protect men from what lies beyond.
505	00:52:58,086	00:53:01,921	$And while it stands,$the dead cannot pass.
506	00:53:02,023	00:53:03,022	$I cannot pass.
507	00:53:19,741	00:53:21,674	$Where will you go?
508	00:53:21,776	00:53:23,309	$The great war is coming
509	00:53:23,411	00:53:26,212	$and I still fight for the living.
510	00:53:28,282	00:53:30,382	$I'll do what I can...
511	00:53:31,753	00:53:33,953	$as long as I can.
512	00:53:37,859	00:53:39,959	$Thank you, Uncle Benjen.
513	00:53:40,061	00:53:42,394	$I wish you both good fortune.
514	00:54:21,670	00:54:24,203	$Are you sure you're ready for this?
515	00:54:24,305	00:54:27,406	$I'm the Three-Eyed Raven now.
516	00:54:27,508	00:54:29,742	$I have to be ready for this.
517	00:55:03,974	00:55:05,978	$Ned?
518	00:55:06,081	00:55:08,581	$Lyanna.
519	00:55:08,683	00:55:10,783	$Is that you?
520	00:55:14,555	00:55:16,555	$Is that really you?
521	00:55:21,495	00:55:23,395	$You're not a dream?
522	00:55:24,532	00:55:26,632	$No, I'm not a dream.
523	00:55:28,302	00:55:30,169	$I'm here.
524	00:55:31,840	00:55:33,606	$Right here.
525	00:55:33,708	00:55:36,042	$I've missed you, big brother.
526	00:55:39,380	00:55:41,380	$I've missed you, too.
527	00:55:45,720	00:55:47,620	$I want to be brave.
528	00:55:50,258	00:55:52,759	$You are.
529	00:55:52,861	00:55:55,594	$I'm not.
530	00:55:57,799	00:56:00,566	$I don't want to die.
531	00:56:00,668	00:56:02,902	$You're not going to die.
532	00:56:06,707	00:56:08,540	$Get her some water!
533	00:56:08,643	00:56:10,943	$- No, no water.$- Is there a maester?
534	00:56:11,045	00:56:13,379	$Listen to me, Ned.
535	00:56:14,270	00:56:17,370	$_
536	00:56:19,788	00:56:22,521	$If Robert finds out, he'll...
537	00:56:22,623	00:56:24,490	$you know he will.
538	00:56:24,592	00:56:26,458	$You have to protect him.
539	00:56:29,530	00:56:31,430	$Promise me, Ned.
540	00:56:33,835	00:56:35,701	$Promise me.
541	00:56:47,849	00:56:49,816	$Promise me, Ned.
542	00:56:54,289	00:56:56,088	$Promise me.
543	00:57:26,654	00:57:29,555	$You can't expect Knights of the Vale
544	00:57:29,657	00:57:32,291	$to side with wildling invaders.
545	00:57:32,393	00:57:36,329	$We didn't invade. We were invited.
546	00:57:36,430	00:57:38,130	$Not by me.
547	00:57:38,233	00:57:40,032	$The free folk, the northerners,
548	00:57:40,134	00:57:42,501	$and the Knights of the$Vale fought bravely,
549	00:57:42,603	00:57:44,904	$fought together, and we won.
550	00:57:45,006	00:57:49,742	$My father used to say we find our$true friends on the battlefield.
551	00:57:49,844	00:57:52,444	$The Boltons are defeated.
552	00:57:52,546	00:57:54,480	$The war is over.
553	00:57:54,582	00:57:56,482	$Winter has come.
554	00:57:56,584	00:58:00,086	$If the maesters are right, it'll be$the coldest one in a thousand years.
555	00:58:00,188	00:58:03,622	$We should ride home and$wait out the coming storms.
556	00:58:03,724	00:58:05,824	$The war is not over.
557	00:58:05,927	00:58:07,960	$And I promise you, friend,
558	00:58:08,062	00:58:10,997	$the true enemy won't wait out the storm.
559	00:58:11,099	00:58:12,598	$He brings the storm.
560	00:58:32,586	00:58:36,655	$Your son was butchered at the$Red Wedding, Lord Manderly,
561	00:58:36,757	00:58:38,590	$but you refused the call.
562	00:58:41,930	00:58:44,931	$You swore allegiance to$House Stark, Lord Glover,
563	00:58:45,033	00:58:47,633	$but in their hour of greatest need,
564	00:58:47,735	00:58:49,735	$you refused the call.
565	00:58:51,839	00:58:53,872	$And you, Lord Cerwyn,
566	00:58:53,975	00:58:57,843	$your father was skinned$alive by Ramsay Bolton.
567	00:58:57,946	00:59:00,413	$Still you refused the call.
568	00:59:03,517	00:59:07,386	$But House Mormont remembers.
569	00:59:07,488	00:59:10,189	$The North remembers.
570	00:59:10,291	00:59:14,860	$We know no king but the King in$the North whose name is Stark.
571	00:59:16,630	00:59:18,397	$I don't care if he's a bastard.
572	00:59:18,499	00:59:21,100	$Ned Stark's blood runs$through his veins.
573	00:59:21,202	00:59:25,671	$He's my king from this$day until his last day.
574	00:59:42,357	00:59:44,923	$Lady Mormont speaks harshly
575	00:59:45,026	00:59:46,325	$and truly.
576	00:59:49,730	00:59:54,833	$My son died for Robb$Stark, the Young Wolf.
577	00:59:54,935	00:59:58,004	$I didn't think we'd find$another king in my lifetime.
578	00:59:58,106	01:00:00,539	$I didn't commit my men to your cause
579	01:00:00,641	01:00:03,275	$'cause I didn't want more$Manderlys dying for nothing.
580	01:00:05,546	01:00:07,013	$But I was wrong.
581	01:00:12,720	01:00:14,953	$Jon Snow avenged the Red Wedding.
582	01:00:15,693	01:00:17,456	$He is the White Wolf.
583	01:00:17,558	01:00:20,493	$The King in the North.
584	01:00:27,968	01:00:30,436	$I did not fight beside you on the field
585	01:00:30,538	01:00:33,972	$and I will regret that$until my dying day.
586	01:00:34,880	01:00:38,710	$A man can only admit when he was wrong
587	01:00:38,812	01:00:40,379	$and ask forgiveness.
588	01:00:43,384	01:00:45,684	$There's nothing to forgive, my lord.
589	01:00:48,289	01:00:50,789	$There will be more fights to come.
590	01:00:50,891	01:00:54,427	$House Glover will stand$behind House Stark
591	01:00:54,529	01:00:56,828	$as we have for a thousand years.
592	01:00:58,666	01:01:00,899	$And I will stand behind Jon Snow...
593	01:01:03,337	01:01:05,404	$the King in the North!
594	01:01:07,308	01:01:10,209	$The King in the North!
595	01:01:10,311	01:01:51,872	$The King in the North!$The King in the North!
596	01:01:53,787	01:01:55,787	$Company halt!
597	01:01:58,792	01:02:00,259	$Halt!
598	01:02:02,130	01:02:04,263	$Halt!
599	01:02:16,233	01:02:17,242	$Come on.
600	01:03:11,932	01:03:15,701	$I now proclaim Cersei$of the House Lannister
601	01:03:15,803	01:03:18,437	$First of Her Name,
602	01:03:18,539	01:03:21,907	$Queen of the Andals and the First Men,
603	01:03:22,009	01:03:25,211	$Protector of the Seven Kingdoms.
604	01:04:11,058	01:04:13,125	$Long may she reign.
605	01:04:13,227	01:04:15,394	$Long may she reign.
9999	00:00:0,500	00:00:2,00	$<font color="#ffff00" size=14>www.tvsubtitles.net</font>
