frameNo	startTime	endTime	dialogue
414	00:20:27,326	00:20:30,056	$Fish are friends, not food.
415	00:20:30,095	00:20:31,426	$Except stinkin' dolphins.
416	00:20:31,463	00:20:34,489	$Dolphins. Yeah.$They think they're so cute.
417	00:20:34,533	00:20:36,262	$"Look at me.$I'm a flippin' little dolphin.
418	00:20:36,301	00:20:37,962	$"Let me flip for you.$Ain't I something?"
419	00:20:38,003	00:20:40,597	$Right, then.$Today's meeting is Step 5...
420	00:20:40,639	00:20:42,300	$Bring a Fish Friend.
421	00:20:42,341	00:20:43,831	$Do you all have your friends?
422	00:20:43,875	00:20:45,035	$Got mine.
423	00:20:46,945	00:20:49,038	$- Hey, there.$- How about you, Chum?
424	00:20:49,081	00:20:53,609	$Oh, I... seem to have$misplaced my friend.
425	00:20:55,220	00:20:56,585	$<i>That's all right, Chum.</i>
426	00:20:56,622	00:20:58,146	$<i>I had a feeling</i>$<i>this would be a difficult step.</i>
427	00:20:58,190	00:20:59,714	$<i>You can help yourself</i>$<i>to one of my friends.</i>
428	00:20:59,758	00:21:03,216	$Thanks, mate.$A little chum for Chum, eh?
429	00:21:03,262	00:21:04,923	$<i>I'll start</i>$<i>the testimonies.</i>
430	00:21:04,963	00:21:07,193	$Hello. My name is Bruce.
431	00:21:07,232	00:21:08,494	$Hello, Bruce.
432	00:21:08,533	00:21:10,694	$It has been three weeks$since my last fish.
433	00:21:10,736	00:21:14,172	$On my honor, or may I be$chopped up and made into soup.
434	00:21:14,206	00:21:16,970	$- You're an inspiration!$- Amen.
435	00:21:18,210	00:21:19,643	$Right, then. Who's next?
436	00:21:19,678	00:21:20,975	$Pick me, pick me.
437	00:21:21,013	00:21:22,878	$Yes. The little$Sheila down the front.
438	00:21:22,914	00:21:24,973	$- Whoo!$- Come on up here.
439	00:21:25,951	00:21:27,816	$Hi. I'm Dory.
440	00:21:27,853	00:21:30,253	$- Hello, Dory.$- And, uh, well...
441	00:21:30,289	00:21:33,452	$I don't think$I've ever eaten a fish.
442	00:21:33,492	00:21:37,053	$- That's incredible.$- Good on you, mate.
443	00:21:37,095	00:21:39,120	$I'm glad$I got that off my chest.
444	00:21:39,164	00:21:40,495	$All right, anyone else?
445	00:21:40,532	00:21:43,126	$How about you, mate?$What's your problem?
446	00:21:43,168	00:21:45,398	$Me?$I don't have a problem.
447	00:21:45,437	00:21:46,802	$Oh, OK.
448	00:21:46,838	00:21:48,430	$- Denial.$- Aah!
449	00:21:48,473	00:21:50,304	$<i>Just start</i>$<i>with your name.</i>
450	00:21:50,342	00:21:53,038	$OK. Uh, hello.
451	00:21:53,078	00:21:56,172	$My name is Marlin.$I'm a clownfish.
452	00:21:56,214	00:21:59,240	$- A clownfish? Really?$- Tell us a joke.
453	00:21:59,284	00:22:01,013	$I love jokes.
454	00:22:01,053	00:22:04,045	$I actually do know one$that's pretty good.
455	00:22:04,089	00:22:06,114	$There was this mollusk...
456	00:22:06,158	00:22:08,490	$and he walks up$to a sea cucumber.
457	00:22:08,527	00:22:10,358	$Normally, they don't talk,$sea cucumbers...
458	00:22:10,395	00:22:12,363	$but in a joke,$everyone talks...
459	00:22:12,397	00:22:15,457	$so the sea mollusk$says to the cucumber...
460	00:22:17,169	00:22:19,763	$Daddy!
461	00:22:19,805	00:22:21,136	$Nemo!
462	00:22:21,173	00:22:24,199	$Nemo! Ha ha! Nemo!$I don't get it.
463	00:22:24,242	00:22:26,142	$For a clownfish,$he's not that funny.
464	00:22:26,178	00:22:28,009	$No, no, no, no.$He's my son.
465	00:22:28,046	00:22:30,105	$He was taken by these divers.
466	00:22:30,148	00:22:32,844	$Oh, my. You poor fish.
467	00:22:32,884	00:22:34,852	$Humans... think they own$everything.
468	00:22:34,886	00:22:36,148	$Probably American.
469	00:22:36,188	00:22:37,189	$Now, there is a father...$Looking for his little boy.
470	00:22:37,189	00:22:40,317	$Now, there is a father...$Looking for his little boy.
471	00:22:40,359	00:22:42,850	$What do$these markings mean?
472	00:22:42,894	00:22:45,226	$I never knew my father!
473	00:22:45,263	00:22:47,663	$- Group hug.$- We're all mates here, mate.
474	00:22:47,699	00:22:48,927	$I can't read human.
475	00:22:48,967	00:22:50,229	$We got to find a fish$that can read this.
476	00:22:50,268	00:22:52,236	$- Hey, look, sharks.$- No, no, no, Dory!
477	00:22:52,270	00:22:54,397	$- Guys, guys.$- No, Dory.
478	00:22:54,439	00:22:55,770	$That's mine.$Give it to me.
479	00:22:55,807	00:22:57,274	$Gimme! Ow!
480	00:22:57,309	00:22:59,277	$Oh, I'm sorry.$Are you OK?
481	00:22:59,378	00:23:00,709	$- Ow, ow, ow.$- I'm so sorry.
482	00:23:00,746	00:23:02,873	$You really clocked me there.$Am I bleeding?
483	00:23:02,914	00:23:04,814	$- Ohh.$- Ow, ow, ow.
484	00:23:04,850	00:23:08,411	$Dory, are you OK... Ohh.
485	00:23:08,453	00:23:09,254	$Ohh, that's good.
486	00:23:09,254	00:23:11,984	$Ohh, that's good.
487	00:23:12,023	00:23:13,923	$Intervention!
488	00:23:13,959	00:23:16,553	$- Just a bite.$- Hold it together, mate!
489	00:23:16,595	00:23:19,223	$Remember, Bruce,$fish are friends, not food!
490	00:23:19,264	00:23:21,366	$- Food!$- Dory, look out!
491	00:23:21,366	00:23:22,162	$- Food!$- Dory, look out!
492	00:23:22,200	00:23:25,761	$- Aah!$- I'm having fish tonight!
493	00:23:25,804	00:23:27,396	$Remember the steps, mate!
494	00:23:27,439	00:23:29,964	$Aah!
495	00:23:30,008	00:23:33,171	$- Aah! Whoa!$- Aah!
496	00:23:33,211	00:23:35,475	$- Just one bite!$- Aah!
497	00:23:38,550	00:23:42,316	$G'day. Grr!
498	00:23:43,355	00:23:44,617	$There's no way out!
499	00:23:44,656	00:23:46,419	$There's got to be a way$to escape!
500	00:23:48,627	00:23:49,961	$Who is it?
501	00:23:49,961	00:23:51,326	$Dory, help me$find a way out!
502	00:23:51,363	00:23:53,888	$Sorry. Come back later.$We're trying to escape.
503	00:23:55,133	00:23:58,500	$- There's got to be a way out!$- Here's something.
504	00:23:58,537	00:24:01,267	$"Es-cap-e."$I wonder what that means.
505	00:24:01,306	00:24:02,830	$Funny. It's spelled$just like "escape."
506	00:24:02,874	00:24:04,136	$- Let's go.$- Aah!
507	00:24:04,176	00:24:07,270	$Here's Brucey!
508	00:24:07,312	00:24:09,007	$Wait a minute.$You can read?
509	00:24:09,047	00:24:11,038	$I can read?$That's right. I can read!
510	00:24:11,082	00:24:13,209	$Well, then, here.$Read this now.
511	00:24:13,251	00:24:15,219	$- Aah!$- Ohh!
512	00:24:15,253	00:24:18,017	$He really doesn't mean it.$He never even knew his father.
513	00:24:18,056	00:24:19,284	$<i>Don't fall off the wagon!</i>
514	00:24:19,324	00:24:20,882	$- Aah!$- Aah!
515	00:24:23,361	00:24:25,797	$Oh, no, it's blocked!
516	00:24:30,035	00:24:31,332	$No, Bruce, focus.
517	00:24:31,369	00:24:33,496	$Sorry about Bruce, mate.
518	00:24:33,538	00:24:36,200	$He's really a nice guy.
519	00:24:36,241	00:24:37,469	$I need to get that mask.
520	00:24:37,509	00:24:39,101	$You want that mask? OK.
521	00:24:39,144	00:24:41,908	$No, no, no, no, no, no!
522	00:24:41,947	00:24:44,472	$Quick, grab the mask!
523	00:24:48,854	00:24:51,186	$Oh, no. Bruce?
524	00:24:51,223	00:24:52,850	$What?
525	00:24:54,159	00:24:57,424	$Swim away! Swim away!
526	00:24:57,462	00:24:59,191	$Aw, is the party over?
527	00:25:08,540	00:25:10,474	$Nice.
528	00:25:13,569	00:25:14,729	$Dad?
529	00:25:17,573	00:25:18,767	$Daddy?
530	00:25:21,010	00:25:22,204	$Huh?
531	00:25:23,546	00:25:26,572	$Aah! Uhh!
532	00:25:29,085	00:25:30,279	$Uhh!
533	00:25:41,630	00:25:43,564	$<i>- Barbara.</i>$<i>- Uh-huh?</i>
534	00:25:43,599	00:25:45,430	$Prep for his anterior crown,$would you, please?
535	00:25:45,468	00:25:47,902	$<i>And I'm going to need</i>$<i>a few more cotton rolls.</i>
536	00:25:47,937	00:25:49,564	$<i>OK.</i>
537	00:25:51,307	00:25:53,036	$Hello, little fella.
538	00:25:53,075	00:25:54,269	$Aah!
539	00:25:54,310	00:25:55,470	$<i>Heh heh heh!</i>$<i>Beauty, isn't he?</i>
540	00:25:55,511	00:25:56,842	$I found that guy$struggling for life...
541	00:25:56,879	00:25:58,574	$out on the reef,$and I saved him.
542	00:25:58,614	00:26:00,707	$So, has that Novocaine$kicked in yet?
543	00:26:00,750	00:26:03,947	$<i>I think so.</i>$<i>We're ready to roll.</i>
544	00:26:05,187	00:26:06,711	$Bubbles!
545	00:26:09,692	00:26:11,284	$My bubbles.
546	00:26:11,327	00:26:12,692	$He likes bubbles.
547	00:26:12,728	00:26:16,425	$Aah! Ohh! No! Uhh!
548	00:26:24,206	00:26:25,434	$- Bonjour.$- Aah!
549	00:26:25,474	00:26:29,274	$Slow down, little fella.$There's nothing to worry about.
550	00:26:29,311	00:26:32,542	$- He's scared to death.$- I want to go home.
551	00:26:32,581	00:26:34,606	$Do you know where my dad is?
552	00:26:34,650	00:26:37,414	$Honey, your dad's probably$back at the pet store.
553	00:26:37,453	00:26:38,613	$Pet store?
554	00:26:38,654	00:26:41,350	$Yeah, you know, like,$I'm from Bob's Fish Mart.
555	00:26:41,390	00:26:42,948	$- Pet Palace.$- Fish-O-Rama.
556	00:26:42,992	00:26:44,459	$- Mail order.$- Ebay.
557	00:26:44,493	00:26:47,189	$- So, which one is it?$- I'm from the ocean.
558	00:26:47,229	00:26:49,163	$Ah, the ocean. The ocean?
559	00:26:49,198	00:26:51,098	$Aah! Aah! Aah!
560	00:26:51,133	00:26:53,829	$He hasn't been decontaminated.$Jacques!
561	00:26:53,869	00:26:55,200	$<i>- Oui.</i>$<i>- Clean him!</i>
562	00:26:55,237	00:26:56,761	$<i>Oui.</i>
563	00:26:56,806	00:26:59,240	$- Ocean.$- Ooh, la mer. Bon.
564	00:27:01,076	00:27:03,203	$Voila. He is clean.
565	00:27:05,681	00:27:08,946	$Wow. The big blue.$What's it like?
566	00:27:08,984	00:27:13,011	$- Big and blue?$- I knew it.
567	00:27:13,055	00:27:16,252	$If there's anything you need,$just ask your Auntie Deb.
568	00:27:16,292	00:27:19,386	$Or if I'm not around,$you can talk to my sister Flo.
569	00:27:19,428	00:27:21,191	$Hi. How are you?
570	00:27:21,230	00:27:22,754	$Don't listen to anything$my sister says.
571	00:27:22,798	00:27:24,629	$She's nuts.$Ha ha ha ha!
572	00:27:24,667	00:27:25,759	$We got a live one.
573	00:27:25,801	00:27:28,827	$- Can't hear you, Peach.$- I said we got a live one.
574	00:27:28,871	00:27:30,839	$- Boy, oh, boy.$- What do we got?
575	00:27:30,873	00:27:32,397	$Root canal... and by the looks$of those x-rays...
576	00:27:32,441	00:27:33,908	$it's not going to be pretty.
577	00:27:33,943	00:27:35,638	$Ow!
578	00:27:35,678	00:27:37,111	$- Dam and clamp installed?$- Yep.
579	00:27:37,146	00:27:38,943	$- What did he use to open?$- Gator-Glidden drill.
580	00:27:38,981	00:27:40,642	$<i>He seems to favor</i>$<i>that one lately.</i>
581	00:27:40,683	00:27:43,618	$I can't see, Flo.
582	00:27:43,652	00:27:45,779	$You're getting$a little too... Aah!
583	00:27:45,821	00:27:47,015	$Now he's doing$the Schilder technique.
584	00:27:47,056	00:27:48,455	$He's using$a Hedstrom file.
585	00:27:48,491	00:27:50,686	$That's not a Hedstrom file.$That's a K-Flex.
586	00:27:50,726	00:27:53,354	$It has a teardrop cross-section.$Clearly a Hedstrom.
587	00:27:53,395	00:27:54,885	$- No, no, K-Flex.$- Hedstrom.
588	00:27:54,930	00:27:56,625	$- K-Flex!$- Hedstrom!
589	00:27:56,665	00:27:58,724	$There I go.$A little help, over here.
590	00:27:58,834	00:28:00,631	$I'll go deflate him.
591	00:28:03,072	00:28:05,233	$All right.$Go ahead and rinse.
592	00:28:05,274	00:28:08,607	$Oh, the human mouth$is a disgusting place.
593	00:28:11,046	00:28:12,980	$- Hey, Nigel.$- What did I miss?
594	00:28:13,015	00:28:14,175	$Root canal... a doozy.
595	00:28:14,216	00:28:15,843	$Root canal?$What did he use to open?
596	00:28:15,885	00:28:17,910	$- Gator-Glidden drill.$- He's favoring that one.
597	00:28:17,953	00:28:20,945	$Hope he doesn't get surplus$sealer at the portal terminus.
598	00:28:20,990	00:28:24,084	$- Hello. Who's this?$- New guy. Ha ha ha!
599	00:28:24,126	00:28:25,457	$The dentist$took him off the reef.
600	00:28:25,494	00:28:27,860	$An outie. From my neck$of the woods, eh?
601	00:28:27,897	00:28:29,387	$Sorry if I ever took$a snap at you.
602	00:28:29,431	00:28:30,830	$Fish gotta swim,$birds gotta eat.
603	00:28:30,866	00:28:32,561	$Hey! No, no, no, no!
604	00:28:32,601	00:28:34,193	$They're not your fish.$They're my fish.
605	00:28:34,236	00:28:37,034	$Come on, go.$Go on, shoo!
606	00:28:38,374	00:28:40,035	$Aw, the picture broke.
607	00:28:40,075	00:28:42,134	$This here's Darla.$She's my niece.
608	00:28:42,177	00:28:43,644	$She's going to be$eight this week.
609	00:28:43,679	00:28:45,146	$Hey, little fella.
610	00:28:45,180	00:28:46,943	$<i>Say hello</i>$<i>to your new mummy.</i>
611	00:28:46,982	00:28:49,450	$She'll be here Friday$to pick you up.
612	00:28:49,485	00:28:51,316	$You're her present.$Shh, shh, shh.
613	00:28:51,353	00:28:53,412	$<i>It's our little secret.</i>
614	00:28:53,455	00:28:54,979	$Well, Mr. Tucker,$while that sets up...
615	00:28:55,024	00:28:56,992	$I'm going to see a man$about a wallaby.
616	00:28:58,827	00:29:00,727	$Oh, Darla.
617	00:29:00,763	00:29:02,628	$What?$What's wrong with her?
618	00:29:02,665	00:29:05,361	$<i>She wouldn't stop</i>$<i>shaking the bag.</i>
619	00:29:05,401	00:29:09,167	$- Poor Chuckles.$- He was her present last year.
620	00:29:09,204	00:29:11,570	$<i>Hitched a ride</i>$<i>on the porcelain express.</i>
621	00:29:13,442	00:29:15,637	$<i>She's a fish killer.</i>
622	00:29:15,678	00:29:17,942	$I can't go with that girl.
623	00:29:17,980	00:29:19,743	$I have to get back$to my dad.
624	00:29:19,782	00:29:23,684	$Aah! Daddy! Help me!
625	00:29:23,719	00:29:24,879	$Oh, he's stuck.
626	00:29:24,920	00:29:27,115	$<i>Nobody touch him.</i>
627	00:29:29,391	00:29:31,359	$Nobody touch him.
628	00:29:37,099	00:29:38,532	$Can you help me?
629	00:29:38,567	00:29:38,934	$No. You got yourself$in there.
630	00:29:38,934	00:29:40,561	$No. You got yourself$in there.
631	00:29:40,603	00:29:42,264	$You can get yourself out.
632	00:29:42,304	00:29:44,568	$- Gill...$- I want to see him do it.
633	00:29:44,607	00:29:48,441	$Calm down. Alternate wiggling$your fins and your tail.
634	00:29:48,477	00:29:51,275	$I can't. I have a bad fin.
635	00:29:51,313	00:29:53,474	$Never stopped me.
636	00:29:57,553	00:30:00,113	$Just think about$what you need to do.
637	00:30:04,093	00:30:05,617	$Come on.
638	00:30:09,832	00:30:11,026	$Perfect.
639	00:30:11,066	00:30:12,431	$- Yay!$- You did it!
640	00:30:12,468	00:30:14,231	$Good squirming.$Ha ha ha!
641	00:30:14,269	00:30:17,864	$Wow. From the ocean...$just like you, Gill.
642	00:30:17,906	00:30:19,066	$Yeah.
643	00:30:19,108	00:30:21,474	$I've seen that look before.
644	00:30:21,510	00:30:23,171	$What are you thinking about?
645	00:30:23,212	00:30:24,975	$I'm thinking...
646	00:30:25,014	00:30:28,575	$tonight, we give the kid$a proper reception.
647	00:30:28,617	00:30:30,278	$So, kid,$you got a name or what?
648	00:30:30,319	00:30:33,015	$Nemo. I'm Nemo.
649	00:30:35,157	00:30:37,625	$Nemo. Nemo.
650	00:30:42,831	00:30:44,526	$Are you gonna eat that?
651	00:30:56,078	00:30:59,741	$- Careful with that hammer.$- Huh?
652	00:31:02,251	00:31:05,015	$No, no.
653	00:31:05,054	00:31:07,284	$What does it say? Dory!
654	00:31:07,322	00:31:08,949	$A sea monkey has my money.
655	00:31:08,991	00:31:11,255	$Wake up. Get up. Come on.
656	00:31:11,293	00:31:12,260	$Come on!
657	00:31:12,294	00:31:14,524	$- Yes, I'm a natural blue.$- Get up!
658	00:31:14,563	00:31:17,794	$Look out!$Sharks eat fish! Aah!
659	00:31:21,937	00:31:23,871	$- Aah!$- Aah!
660	00:31:29,978	00:31:32,037	$Aah!
661	00:31:39,888	00:31:41,947	$Wow. Dusty.
662	00:31:41,990	00:31:43,514	$The mask.$Where's the mask?
663	00:31:45,194	00:31:47,094	$No! No, not the mask!
664	00:31:47,129	00:31:49,654	$Get it! Get the mask!$Get the mask! Get it!
665	00:31:53,836	00:31:56,327	$<i>Hoo doot doo doot</i>$<i>doot doo doot</i>
666	00:31:56,371	00:31:57,770	$Whoo-hoo!
667	00:31:57,806	00:31:59,364	$<i>La la la la la la</i>
668	00:31:59,408	00:32:01,137	$<i>It just keeps going on,</i>$<i>doesn't it?</i>
669	00:32:01,176	00:32:03,576	$<i>Echo! Echo!</i>
670	00:32:03,612	00:32:04,840	$Hey, what you doing?
671	00:32:04,880	00:32:06,142	$It's gone.$I've lost the mask.
672	00:32:06,181	00:32:08,206	$- Did you drop it?$- You dropped it!
673	00:32:08,250	00:32:09,842	$That was my only chance$of finding my son.
674	00:32:09,885	00:32:12,183	$Now it's gone.
675	00:32:14,790	00:32:18,658	$Hey, Mr. Grumpy Gills...
676	00:32:18,694	00:32:20,286	$when life gets you down,$know what you got to do?
677	00:32:20,329	00:32:22,763	$- I don't want to know.$- Just keep swimming.
678	00:32:22,798	00:32:26,234	$<i>Just keep swimming,</i>$<i>swimming, swimming</i>
679	00:32:26,268	00:32:28,498	$<i>What do we do?</i>$<i>We swim, swim</i>
680	00:32:28,537	00:32:29,765	$Dory, no singing.
681	00:32:29,805	00:32:31,602	$<i>Ho ho ho ho ho ho</i>
682	00:32:31,640	00:32:34,234	$<i>I love to swim</i>
683	00:32:34,276	00:32:36,710	$<i>When you want to swim</i>
684	00:32:36,745	00:32:38,736	$See, I'm going to get$stuck now with that song.
685	00:32:38,781	00:32:43,018	$- Now it's in my head.$- Sorry.
686	00:32:43,018	00:32:44,451	$Dory, do you see anything?
687	00:32:44,486	00:32:46,215	$- Aah! Something's got me.$- That was me. I'm sorry.
688	00:32:46,255	00:32:49,622	$- Who's that?$- Who could it be? It's me.
689	00:32:49,658	00:32:52,923	$Are you my conscience?
690	00:32:52,961	00:32:55,589	$Yeah, yeah.$I'm your conscience.
691	00:32:55,631	00:32:58,532	$We haven't spoken for a while.$How are you?
692	00:32:58,567	00:33:00,831	$- Can't complain.$- Yeah? Good.
693	00:33:00,869	00:33:02,598	$Now, Dory,$I want you to tell me...
694	00:33:02,638	00:33:04,367	$Do you see anything?
695	00:33:04,406	00:33:08,001	$I see a... I see a light.
696	00:33:08,043	00:33:10,603	$- A light?$- Yeah. Over there.
697	00:33:10,646	00:33:14,104	$- Hey, conscience, am I dead?$- No. I see it, too.
698	00:33:21,790	00:33:23,781	$What is it?
699	00:33:23,826	00:33:28,627	$It's so pretty.
700	00:33:28,664	00:33:33,465	$I'm feeling... happy...
701	00:33:33,502	00:33:36,994	$which is a big deal for me.
702	00:33:37,039	00:33:38,529	$I want to touch it.
703	00:33:38,574	00:33:40,098	$- Oh.$- Ooh.
704	00:33:40,142	00:33:42,542	$Hey, come back.$Come on back here.
705	00:33:42,578	00:33:44,136	$<i>I'm gonna get you</i>
706	00:33:44,179	00:33:45,942	$I'm gonna get you.
707	00:33:45,981	00:33:47,243	$<i>I'm gonna swim with you</i>
708	00:33:47,282	00:33:48,647	$I'm gonna get you.
709	00:33:48,684	00:33:51,551	$<i>I'm gonna be</i>$<i>your best friend</i>
710	00:33:51,587	00:33:52,747	$Good feeling's gone.
711	00:33:55,390	00:33:57,051	$- Whoa!$- Waah!
712	00:33:59,595	00:34:02,359	$I can't see!$I don't know where I'm going!
713	00:34:02,397	00:34:03,365	$<i>Haah!</i>
714	00:34:03,365	00:34:04,229	$<i>Haah!</i>
715	00:34:04,266	00:34:06,234	$- The mask!$- What mask?
716	00:34:06,268	00:34:08,566	$OK, I can't see a thing.
717	00:34:09,972	00:34:12,270	$- Oh, gee.$- Hey, look, a mask.
718	00:34:12,307	00:34:13,968	$Read it!
719	00:34:14,009	00:34:15,636	$<i>I'm sorry,</i>$<i>but if you could just...</i>
720	00:34:15,677	00:34:17,212	$<i>bring it a little closer,</i>$<i>I kind of need the light.</i>
721	00:34:17,212	00:34:17,610	$<i>Bring it a little closer,</i>$<i>I kind of need the light.</i>
722	00:34:17,646	00:34:20,581	$That's great.$Keep it right there.
723	00:34:20,616	00:34:23,346	$- Just read it!$- OK, OK.
724	00:34:23,385	00:34:26,411	$Mr. Bossy. Uh, "P."
725	00:34:26,455	00:34:29,424	$<i>OK. "P. Sher..."</i>
726	00:34:29,458	00:34:32,552	$"Sher... P. Sher..."$P. Shirley? P..."
727	00:34:34,463	00:34:36,761	$Oh. The first line's$"P. Sherman."
728	00:34:36,798	00:34:38,993	$"P. Sherman"$doesn't make any sense!
729	00:34:39,034	00:34:41,264	$OK. Second line. "42."
730	00:34:41,303	00:34:43,271	$Don't eat me.$Don't eat me. Aah!
731	00:34:45,007	00:34:46,599	$<i>Light, please!</i>
732	00:34:47,976	00:34:50,536	$<i>"Walla... walla..."</i>
733	00:34:50,579	00:34:53,480	$Waah! Waah! Waah!
734	00:34:53,515	00:34:55,278	$The second line's$"42 Wallaby Way."
735	00:34:55,317	00:34:58,115	$That's great.$Speed read. Take a guess.
736	00:34:58,153	00:34:59,780	$<i>No pressure. No problem.</i>$<i>There's a lot of pressure.</i>
737	00:34:59,821	00:35:02,346	$Pressure! Take a guess$now with pressure!
738	00:35:02,391	00:35:05,485	$- "Sydney"! It's "Sydney"!$- Duck!
739	00:35:05,527	00:35:07,461	$Aah!
740	00:35:07,496	00:35:10,897	$I'm dead.$I'm dead, I'm dead, I'm dead.
741	00:35:10,933	00:35:12,298	$I died. I'm dead.
742	00:35:19,308	00:35:20,639	$Whoo-hoo!
743	00:35:20,676	00:35:22,473	$<i>We did it, we did it</i>
744	00:35:22,511	00:35:24,206	$<i>Oh, yeah, yeah, yeah</i>
745	00:35:24,246	00:35:26,077	$<i>No eating here</i>$<i>tonight, whoo!</i>
746	00:35:26,114	00:35:27,479	$<i>Eating here tonight</i>
747	00:35:27,516	00:35:28,813	$<i>No, no, no,</i>$<i>eating here tonight</i>
748	00:35:28,850	00:35:30,317	$- Dory.$- You on a diet
749	00:35:30,352	00:35:33,185	$Dory!$What did the mask say?
750	00:35:33,221	00:35:35,052	$P. Sherman,$42 Wallaby Way, Sydney.
751	00:35:35,090	00:35:37,217	$I remembered what it said!
752	00:35:37,259	00:35:39,750	$I usually forget things,$but I remembered it!
753	00:35:39,795	00:35:41,456	$Whoa, whoa, wait.$Where is that?
754	00:35:41,496	00:35:43,930	$I don't know.$But who cares? I remembered.
755	00:35:43,966	00:35:45,160	$- Raar!$- Aah!
756	00:35:45,200	00:35:47,430	$P. Sherman,$42 Wallaby Way, Sydney.
757	00:35:47,469	00:35:49,494	$I remembered it again!
758	00:36:16,198	00:36:19,190	$<i>Psst. Nemo.</i>
759	00:36:19,234	00:36:20,826	$Mmm...
760	00:36:20,869	00:36:23,565	$<i>Nemo</i>
761	00:36:23,605	00:36:26,472	$- Huh?$- Suivez-moi.
762	00:36:28,610	00:36:30,202	$Follow me.
763	00:36:40,655	00:36:42,782	$<i>Ha hwa ha</i>
764	00:36:42,824	00:36:45,759	$<i>Ha hwa ha</i>
765	00:36:45,794	00:36:47,659	$<i>Ha hwa ha</i>
766	00:36:47,696	00:36:49,960	$<i>Ha hwa ha</i>
767	00:36:49,998	00:36:52,796	$<i>Ha hwa ha ho ho ho</i>
768	00:36:52,834	00:36:53,735	$<i>Ha hwa ha ho ho ho</i>
769	00:36:53,735	00:36:54,929	$<i>Ha hwa ha ho ho ho</i>
770	00:36:54,970	00:36:57,506	$<i>Ha hwa ha ho ho ho</i>
771	00:36:57,506	00:36:59,474	$<i>Ha hwa ha ho ho ho</i>
772	00:36:59,508	00:37:01,942	$<i>Ha hwa ha ho ho ho</i>
773	00:37:01,977	00:37:04,138	$<i>Ha hwa ha ho ho ho</i>
774	00:37:04,179	00:37:06,579	$<i>Ha hwa ha ho ho ho</i>
775	00:37:06,615	00:37:08,845	$<i>Ha hwa ha ho ho ho</i>
776	00:37:08,884	00:37:11,216	$<i>Ha hwa ha ho ho ho</i>
777	00:37:11,253	00:37:13,585	$<i>Ha hwa ha ho ho ho</i>
778	00:37:13,622	00:37:16,090	$<i>Ha hwa ho ha</i>
779	00:37:16,124	00:37:17,716	$<i>Hahoo wahoo yahoo ho</i>
780	00:37:17,759	00:37:20,125	$<i>Hahoo wahoo yahoo ho</i>
781	00:37:20,162	00:37:22,255	$<i>Hahoo ho ho wahoo ha hee</i>
782	00:37:22,297	00:37:24,492	$<i>Ha ho wahee ha ho ho ho</i>
783	00:37:24,533	00:37:25,727	$<i>Hoo!</i>
784	00:37:27,736	00:37:29,465	$State your name.
785	00:37:29,504	00:37:31,597	$Nemo.
786	00:37:31,640	00:37:33,972	$Brother Bloat, proceed.
787	00:37:35,110	00:37:39,012	$Nemo, newcomer$of orange and white...
788	00:37:39,047	00:37:40,412	$you have been called forth...
789	00:37:40,449	00:37:43,009	$to the summit of$Mount Wannahockaloogie...
790	00:37:43,051	00:37:48,353	$to join with us in$the fraternal bonds of tankhood.
791	00:37:48,390	00:37:51,291	$- Huh?$- We want you in our club, kid.
792	00:37:51,326	00:37:52,520	$- Really?$- Lf...
793	00:37:52,561	00:37:55,826	$you are able to swim through...
794	00:37:55,864	00:38:00,324	$The Ring of Fire!
795	00:38:03,839	00:38:05,670	$Turn on the Ring of Fire!
796	00:38:05,707	00:38:07,334	$<i>You said you could do it.</i>
797	00:38:07,375	00:38:08,967	$The Ring of Fire!
798	00:38:11,346	00:38:13,473	$Bubbles, let me... Oh!
799	00:38:13,515	00:38:16,279	$<i>Ha hwa ha ho ho ho</i>
800	00:38:16,318	00:38:18,650	$<i>Ha hwa ha ho ho ho</i>
801	00:38:18,687	00:38:21,019	$<i>Ha hwa ha ho ho ho</i>
802	00:38:21,056	00:38:24,150	$Isn't there another way?$He's just a boy!
803	00:38:34,536	00:38:39,633	$From this moment on,$you will be known as Sharkbait.
804	00:38:39,674	00:38:41,005	$Sharkbait, oo-ha-ha!
805	00:38:41,042	00:38:42,805	$Welcome,$Brother Sharkbait.
806	00:38:42,844	00:38:44,072	$Sharkbait, oo-ha-ha!
807	00:38:44,112	00:38:46,137	$- Enough with the Sharkbait.$- Sharkbait!
808	00:38:46,181	00:38:48,046	$Ooh... ba-ba-do.
809	00:38:48,083	00:38:49,641	$Sharkbait's$one of us now, agreed?
810	00:38:49,684	00:38:51,743	$- Agreed.$- We can't send him to his death.
811	00:38:51,786	00:38:53,879	$Darla's coming in five days.
812	00:38:53,922	00:38:55,480	$So, what are we going to do?
813	00:38:55,524	00:38:58,084	$I'll tell you$what we're gonna do...
814	00:38:58,126	00:38:59,684	$we're gonna get him$out of here.
815	00:38:59,728	00:39:02,253	$- We'll help him escape.$- Escape? Really?
816	00:39:02,297	00:39:03,764	$We're all gonna escape.
817	00:39:03,798	00:39:06,426	$Gill, please.$Not another escape plan.
818	00:39:06,468	00:39:08,493	$Sorry,$but they just never work.
819	00:39:08,537	00:39:09,671	$Why should this$be any different?
820	00:39:09,671	00:39:10,069	$Why should this$be any different?
821	00:39:10,105	00:39:13,563	$- Because we've got him.$- Me?
822	00:39:13,608	00:39:15,377	$- You see that filter?$- Yeah.
