startTime	endTime	dialogue	slice
00:22:04,089	00:22:06,114	 There was this mollusk...	13
00:22:06,158	00:22:08,490	 and he walks up to a sea cucumber.	13
00:22:08,527	00:22:10,358	 Normally, they dont talk, sea cucumbers...	13
00:22:10,395	00:22:12,363	 but in a joke, everyone talks...	13
00:22:12,397	00:22:15,457	 so the sea mollusk says to the cucumber...	13
00:22:17,169	00:22:19,763	 Daddy!	13
00:22:19,805	00:22:21,136	 Nemo!	13
00:22:21,173	00:22:24,199	 Nemo! Ha ha! Nemo! I dont get it.	13
00:22:24,242	00:22:26,142	 For a clownfish, he's not that funny.	13
00:22:26,178	00:22:28,009	 No, no, no, no. He's my son.	13
00:22:28,046	00:22:30,105	 He was taken by these divers.	13
00:22:30,148	00:22:32,844	 Oh, my. You poor fish.	13
00:22:32,884	00:22:34,852	 Humans... think they own everything.	13
00:22:34,886	00:22:36,148	 Probably American.	13
00:22:36,188	00:22:37,189	 Now, there is a father... Looking for his little boy.	13
00:22:40,359	00:22:42,850	 What do these markings mean?	13
00:22:42,894	00:22:45,226	 I never knew my father!	13
00:22:45,263	00:22:47,663	 Group hug. We're all mates here, mate.	13
00:22:47,699	00:22:48,927	 I cant read human.	13
00:22:48,967	00:22:50,229	 We got to find a fish that can read this.	13
00:22:50,268	00:22:52,236	 Hey, look, sharks. No, no, no, Dory!	14
00:22:52,270	00:22:54,397	 Guys, guys. No, Dory.	14
00:22:54,439	00:22:55,770	 That's mine. Give it to me.	14
00:22:55,807	00:22:57,274	 Gimme! Ow!	14
00:22:57,309	00:22:59,277	 Oh, I'm sorry. Are you OK?	14
00:22:59,378	00:23:00,709	 Ow, ow, ow. I'm so sorry.	14
00:23:00,746	00:23:02,873	 You really clocked me there. Am I bleeding?	14
00:23:02,914	00:23:04,814	 Ohh. Ow, ow, ow.	14
00:23:04,850	00:23:08,411	 Dory, are you OK... Ohh.	14
00:23:08,453	00:23:09,254	 Ohh, that's good.	14
00:23:12,023	00:23:13,923	 Intervention!	14
00:23:13,959	00:23:16,553	 Just a bite. Hold it together, mate!	14
00:23:16,595	00:23:19,223	 Remember, Bruce, fish are friends, not food!	14
00:23:19,264	00:23:21,366	 Food! Dory, look out!	14
00:23:22,200	00:23:25,761	 Aah! I'm having fish tonight!	14
00:23:25,804	00:23:27,396	 Remember the steps, mate!	14
00:23:27,439	00:23:29,964	 Aah!	14
00:23:30,008	00:23:33,171	 Aah! Whoa! Aah!	14
00:23:33,211	00:23:35,475	 Just one bite! Aah!	14
00:23:38,550	00:23:42,316	 G'day. Grr!	14
00:23:43,355	00:23:44,617	 There's no way out!	14
00:23:44,656	00:23:46,419	 There's got to be a way to escape!	14
00:23:48,627	00:23:49,961	 Who is it?	14
00:23:49,961	00:23:51,326	 Dory, help me find a way out!	14
00:23:51,363	00:23:53,888	 Sorry. Come back later. We're trying to escape.	14
00:23:55,133	00:23:58,500	 There's got to be a way out! Here's something.	14
00:23:58,537	00:24:01,267	" ""Es-cap-e."" I wonder what that means."	14
00:24:01,306	00:24:02,830	" Funny. It's spelled just like ""escape."""	14
00:24:02,874	00:24:04,136	 Let's go. Aah!	14
00:24:04,176	00:24:07,270	 Here's Brucey!	14
00:24:07,312	00:24:09,007	 Wait a minute. You can read?	14
00:24:09,047	00:24:11,038	 I can read? That's right. I can read!	14
00:24:11,082	00:24:13,209	 Well, then, here. Read this now.	14
00:24:13,251	00:24:15,219	 Aah! Ohh!	14
00:24:15,253	00:24:18,017	 He really doesnt mean it. He never even knew his father.	14
00:24:18,056	00:24:19,284	 Don't fall off the wagon!	14
00:24:19,324	00:24:20,882	 Aah! Aah!	14
00:24:23,361	00:24:25,797	 Oh, no, it's blocked!	14
00:24:30,035	00:24:31,332	 No, Bruce, focus.	15
00:24:31,369	00:24:33,496	 Sorry about Bruce, mate.	15
00:24:33,538	00:24:36,200	 He's really a nice guy.	15
00:24:36,241	00:24:37,469	 I need to get that mask.	15
00:24:37,509	00:24:39,101	 You want that mask? OK.	15
00:24:39,144	00:24:41,908	 No, no, no, no, no, no!	15
00:24:41,947	00:24:44,472	 Quick, grab the mask!	15
00:24:48,854	00:24:51,186	 Oh, no. Bruce?	15
00:24:51,223	00:24:52,850	 What?	15
00:24:54,159	00:24:57,424	 Swim away! Swim away!	15
00:24:57,462	00:24:59,191	 Aw, is the party over?	15
00:25:08,540	00:25:10,474	 Nice.	15
00:25:13,569	00:25:14,729	 Dad?	15
00:25:17,573	00:25:18,767	 Daddy?	15
00:25:21,010	00:25:22,204	 Huh?	15
00:25:23,546	00:25:26,572	 Aah! Uhh!	15
00:25:29,085	00:25:30,279	 Uhh!	15
00:25:41,630	00:25:43,564	 Barbara. Uh-huh?	15
00:25:43,599	00:25:45,430	 Prep for his anterior crown, would you, please?	15
00:25:45,468	00:25:47,902	 And I'm going to need a few more cotton rolls.	15
00:25:47,937	00:25:49,564	 OK.	15
00:25:51,307	00:25:53,036	 Hello, little fella.	15
00:25:53,075	00:25:54,269	 Aah!	15
00:25:54,310	00:25:55,470	 Heh heh heh! Beauty, isn't he?	15
00:25:55,511	00:25:56,842	 I found that guy struggling for life...	15
00:25:56,879	00:25:58,574	 out on the reef, and I saved him.	15
00:25:58,614	00:26:00,707	 So, has that Novocaine kicked in yet?	15
00:26:00,750	00:26:03,947	 I think so. We're ready to roll.	15
00:26:05,187	00:26:06,711	 Bubbles!	15
00:26:09,692	00:26:11,284	 My bubbles.	16
00:26:11,327	00:26:12,692	 He likes bubbles.	16
00:26:12,728	00:26:16,425	 Aah! Ohh! No! Uhh!	16
00:26:24,206	00:26:25,434	 Bonjour. Aah!	16
00:26:25,474	00:26:29,274	 Slow down, little fella. There's nothing to worry about.	16
00:26:29,311	00:26:32,542	 He's scared to death. I want to go home.	16
00:26:32,581	00:26:34,606	 Do you know where my dad is?	16
00:26:34,650	00:26:37,414	 Honey, your dad's probably back at the pet store.	16
00:26:37,453	00:26:38,613	 Pet store?	16
00:26:38,654	00:26:41,350	 Yeah, you know, like, I'm from Bob's Fish Mart.	16
00:26:41,390	00:26:42,948	 Pet Palace. Fish-O-Rama.	16
00:26:42,992	00:26:44,459	 Mail order. Ebay.	16
00:26:44,493	00:26:47,189	 So, which one is it? I'm from the ocean.	16
00:26:47,229	00:26:49,163	 Ah, the ocean. The ocean?	16
00:26:49,198	00:26:51,098	 Aah! Aah! Aah!	16
00:26:51,133	00:26:53,829	 He hasn't been decontaminated. Jacques!	16
00:26:53,869	00:26:55,200	 Oui. Clean him!	16
00:26:55,237	00:26:56,761	 Oui.	16
00:26:56,806	00:26:59,240	 Ocean. Ooh, la mer. Bon.	16
00:27:01,076	00:27:03,203	 Voila. He is clean.	16
00:27:05,681	00:27:08,946	 Wow. The big blue. What's it like?	16
00:27:08,984	00:27:13,011	 Big and blue? I knew it.	16
00:27:13,055	00:27:16,252	 If there's anything you need, just ask your Auntie Deb.	16
00:27:16,292	00:27:19,386	 Or if I'm not around, you can talk to my sister Flo.	16
00:27:19,428	00:27:21,191	 Hi. How are you?	16
00:27:21,230	00:27:22,754	 Don't listen to anything my sister says.	16
00:27:22,798	00:27:24,629	 She's nuts. Ha ha ha ha!	16
00:27:24,667	00:27:25,759	 We got a live one.	16
00:27:25,801	00:27:28,827	 Can't hear you, Peach. I said we got a live one.	16
00:27:28,871	00:27:30,839	 Boy, oh, boy. What do we got?	16
00:27:30,873	00:27:32,397	 Root canal... and by the looks of those x-rays...	16
00:27:32,441	00:27:33,908	 it's not going to be pretty.	16
00:27:33,943	00:27:35,638	 Ow!	16
00:27:35,678	00:27:37,111	 Dam and clamp installed? Yep.	16
00:27:37,146	00:27:38,943	 What did he use to open? Gator-Glidden drill.	16
00:27:38,981	00:27:40,642	 He seems to favor that one lately.	16
00:27:40,683	00:27:43,618	 I cant see, Flo.	16
00:27:43,652	00:27:45,779	 You're getting a little too... Aah!	16
00:27:45,821	00:27:47,015	 Now he's doing the Schilder technique.	17
00:27:47,056	00:27:48,455	 He's using a Hedstrom file.	17
00:27:48,491	00:27:50,686	 That's not a Hedstrom file. That's a K-Flex.	17
00:27:50,726	00:27:53,354	 It has a teardrop cross-section. Clearly a Hedstrom.	17
00:27:53,395	00:27:54,885	 No, no, K-Flex. Hedstrom.	17
00:27:54,930	00:27:56,625	 K-Flex! Hedstrom!	17
00:27:56,665	00:27:58,724	 There I go. A little help, over here.	17
00:27:58,834	00:28:00,631	 I'll go deflate him.	17
00:28:03,072	00:28:05,233	 All right. Go ahead and rinse.	17
00:28:05,274	00:28:08,607	 Oh, the human mouth is a disgusting place.	17
00:28:11,046	00:28:12,980	 Hey, Nigel. What did I miss?	17
00:28:13,015	00:28:14,175	 Root canal... a doozy.	17
00:28:14,216	00:28:15,843	 Root canal? What did he use to open?	17
00:28:15,885	00:28:17,910	 Gator-Glidden drill. He's favoring that one.	17
00:28:17,953	00:28:20,945	 Hope he doesnt get surplus sealer at the portal terminus.	17
00:28:20,990	00:28:24,084	 Hello. Who's this? New guy. Ha ha ha!	17
00:28:24,126	00:28:25,457	 The dentist took him off the reef.	17
00:28:25,494	00:28:27,860	 An outie. From my neck of the woods, eh?	17
00:28:27,897	00:28:29,387	 Sorry if I ever took a snap at you.	17
00:28:29,431	00:28:30,830	 Fish gotta swim, birds gotta eat.	17
00:28:30,866	00:28:32,561	 Hey! No, no, no, no!	17
00:28:32,601	00:28:34,193	 They're not your fish. They're my fish.	17
00:28:34,236	00:28:37,034	 Come on, go. Go on, shoo!	17
00:28:38,374	00:28:40,035	 Aw, the picture broke.	17
00:28:40,075	00:28:42,134	 This here's Darla. She's my niece.	17
00:28:42,177	00:28:43,644	 She's going to be eight this week.	17
00:28:43,679	00:28:45,146	 Hey, little fella.	17
00:28:45,180	00:28:46,943	 Say hello to your new mummy.	17
00:28:46,982	00:28:49,450	 She'll be here Friday to pick you up.	17
00:28:49,485	00:28:51,316	 You're her present. Shh, shh, shh.	17
00:28:51,353	00:28:53,412	 It's our little secret.	17
00:28:53,455	00:28:54,979	 Well, Mr. Tucker, while that sets up...	17
00:28:55,024	00:28:56,992	 I'm going to see a man about a wallaby.	17
00:28:58,827	00:29:00,727	 Oh, Darla.	17
00:29:00,763	00:29:02,628	 What? What's wrong with her?	17
00:29:02,665	00:29:05,361	 She wouldnt stop shaking the bag.	17
00:29:05,401	00:29:09,167	 Poor Chuckles. He was her present last year.	17
00:29:09,204	00:29:11,570	 Hitched a ride on the porcelain express.	17
00:29:13,442	00:29:15,637	 She's a fish killer.	17
00:29:15,678	00:29:17,942	 I cant go with that girl.	17
00:29:17,980	00:29:19,743	 I have to get back to my dad.	17
00:29:19,782	00:29:23,684	 Aah! Daddy! Help me!	17
00:29:23,719	00:29:24,879	 Oh, he's stuck.	18
00:29:24,920	00:29:27,115	 Nobody touch him.	18
00:29:37,099	00:29:38,532	 Can you help me?	18
00:29:38,567	00:29:38,934	 No. You got yourself in there.	18
00:29:40,603	00:29:42,264	 You can get yourself out.	18
00:29:42,304	00:29:44,568	 Gill... I want to see him do it.	18
00:29:44,607	00:29:48,441	 Calm down. Alternate wiggling your fins and your tail.	18
00:29:48,477	00:29:51,275	 I cant. I have a bad fin.	18
00:29:51,313	00:29:53,474	 Never stopped me.	18
00:29:57,553	00:30:00,113	 Just think about what you need to do.	18
00:30:04,093	00:30:05,617	 Come on.	18
00:30:09,832	00:30:11,026	 Perfect.	18
00:30:11,066	00:30:12,431	 Yay! You did it!	18
00:30:12,468	00:30:14,231	 Good squirming. Ha ha ha!	18
00:30:14,269	00:30:17,864	 Wow. From the ocean... just like you, Gill.	18
00:30:17,906	00:30:19,066	 Yeah.	18
00:30:19,108	00:30:21,474	 I've seen that look before.	18
00:30:21,510	00:30:23,171	 What are you thinking about?	18
00:30:23,212	00:30:24,975	 I'm thinking...	18
00:30:25,014	00:30:28,575	 tonight, we give the kid a proper reception.	18
00:30:28,617	00:30:30,278	 So, kid, you got a name or what?	18
00:30:30,319	00:30:33,015	 Nemo. I'm Nemo.	18
00:30:35,157	00:30:37,625	 Nemo. Nemo.	18
00:30:42,831	00:30:44,526	 Are you gonna eat that?	18
00:30:56,078	00:30:59,741	 Careful with that hammer. Huh?	18
00:31:02,251	00:31:05,015	 No, no.	19
00:31:05,054	00:31:07,284	 What does it say? Dory!	19
00:31:07,322	00:31:08,949	 A sea monkey has my money.	19
00:31:08,991	00:31:11,255	 Wake up. Get up. Come on.	19
00:31:11,293	00:31:12,260	 Come on!	19
00:31:12,294	00:31:14,524	 Yes, I'm a natural blue. Get up!	19
00:31:14,563	00:31:17,794	 Look out! Sharks eat fish! Aah!	19
00:31:21,937	00:31:23,871	 Aah! Aah!	19
00:31:29,978	00:31:32,037	 Aah!	19
00:31:39,888	00:31:41,947	 Wow. Dusty.	19
00:31:41,990	00:31:43,514	 The mask. Where's the mask?	19
00:31:45,194	00:31:47,094	 No! No, not the mask!	19
00:31:47,129	00:31:49,654	 Get it! Get the mask! Get the mask! Get it!	19
00:31:53,836	00:31:56,327	 Hoo doot doo doot doot doo doot	19
00:31:56,371	00:31:57,770	 Whoo-hoo!	19
00:31:57,806	00:31:59,364	 La la la la la la	19
00:31:59,408	00:32:01,137	 It just keeps going on, doesnt it?	19
00:32:01,176	00:32:03,576	 Echo! Echo!	19
00:32:03,612	00:32:04,840	 Hey, what you doing?	19
00:32:04,880	00:32:06,142	 It's gone. I've lost the mask.	19
00:32:06,181	00:32:08,206	 Did you drop it? You dropped it!	19
00:32:08,250	00:32:09,842	 That was my only chance of finding my son.	19
00:32:09,885	00:32:12,183	 Now it's gone.	19
00:32:14,790	00:32:18,658	 Hey, Mr. Grumpy Gills...	19
00:32:18,694	00:32:20,286	 when life gets you down, know what you got to do?	19
00:32:20,329	00:32:22,763	 I dont want to know. Just keep swimming.	19
00:32:22,798	00:32:26,234	 Just keep swimming, swimming, swimming	19
00:32:26,268	00:32:28,498	 What do we do? We swim, swim	19
00:32:28,537	00:32:29,765	 Dory, no singing.	19
00:32:29,805	00:32:31,602	 Ho ho ho ho ho ho	19
00:32:31,640	00:32:34,234	 I love to swim	19
00:32:34,276	00:32:36,710	 When you want to swim	19
00:32:36,745	00:32:38,736	 See, I'm going to get stuck now with that song.	19
00:32:38,781	00:32:43,018	 Now it's in my head. Sorry.	20
00:32:43,018	00:32:44,451	 Dory, do you see anything?	20
00:32:44,486	00:32:46,215	 Aah! Something's got me. That was me. I'm sorry.	20
00:32:46,255	00:32:49,622	 Who's that? Who could it be? It's me.	20
00:32:49,658	00:32:52,923	 Are you my conscience?	20
00:32:52,961	00:32:55,589	 Yeah, yeah. I'm your conscience.	20
00:32:55,631	00:32:58,532	 We haven't spoken for a while. How are you?	20
00:32:58,567	00:33:00,831	 Can't complain. Yeah? Good.	20
00:33:00,869	00:33:02,598	 Now, Dory, I want you to tell me...	20
00:33:02,638	00:33:04,367	 Do you see anything?	20
00:33:04,406	00:33:08,001	 I see a... I see a light.	20
00:33:08,043	00:33:10,603	 A light? Yeah. Over there.	20
00:33:10,646	00:33:14,104	 Hey, conscience, am I dead? No. I see it, too.	20
00:33:21,790	00:33:23,781	 What is it?	20
00:33:23,826	00:33:28,627	 It's so pretty.	20
00:33:28,664	00:33:33,465	 I'm feeling... happy...	20
00:33:33,502	00:33:36,994	 which is a big deal for me.	20
00:33:37,039	00:33:38,529	 I want to touch it.	20
00:33:38,574	00:33:40,098	 Oh. Ooh.	20
00:33:40,142	00:33:42,542	 Hey, come back. Come on back here.	20
00:33:42,578	00:33:44,136	 I'm gonna get you	20
00:33:44,179	00:33:45,942	 I'm gonna get you.	20
00:33:45,981	00:33:47,243	 I'm gonna swim with you	20
00:33:47,282	00:33:48,647	 I'm gonna get you.	20
00:33:48,684	00:33:51,551	 I'm gonna be your best friend	20
00:33:51,587	00:33:52,747	 Good feeling's gone.	20
00:33:55,390	00:33:57,051	 Whoa! Waah!	20
00:33:59,595	00:34:02,359	 I cant see! I dont know where I'm going!	20
00:34:02,397	00:34:03,365	 Haah!	20
00:34:04,266	00:34:06,234	 The mask! What mask?	20
00:34:06,268	00:34:08,566	 OK, I cant see a thing.	20
00:34:09,972	00:34:12,270	 Oh, gee. Hey, look, a mask.	20
00:34:12,307	00:34:13,968	 Read it!	20
00:34:14,009	00:34:15,636	 I'm sorry, but if you could just...	20
00:34:15,677	00:34:17,212	 bring it a little closer, I kind of need the light.	21
00:34:17,646	00:34:20,581	 That's great. Keep it right there.	21
00:34:20,616	00:34:23,346	 Just read it! OK, OK.	21
00:34:23,385	00:34:26,411	" Mr. Bossy. Uh, ""P."""	21
00:34:26,455	00:34:29,424	" OK. ""P. Sher..."""	21
00:34:29,458	00:34:32,552	" ""Sher... P. Sher..."" P. Shirley? P..."""	21
00:34:34,463	00:34:36,761	" Oh. The first line's ""P. Sherman."""	21
00:34:36,798	00:34:38,993	" ""P. Sherman"" doesnt make any sense!"	21
00:34:39,034	00:34:41,264	" OK. Second line. ""42."""	21
00:34:41,303	00:34:43,271	 Don't eat me. Don't eat me. Aah!	21
00:34:45,007	00:34:46,599	 Light, please!	21
00:34:47,976	00:34:50,536	" ""Walla... walla..."""	21
00:34:50,579	00:34:53,480	 Waah! Waah! Waah!	21
00:34:53,515	00:34:55,278	" The second line's ""42 Wallaby Way."""	21
00:34:55,317	00:34:58,115	 That's great. Speed read. Take a guess.	21
00:34:58,153	00:34:59,780	 No pressure. No problem. There's a lot of pressure.	21
00:34:59,821	00:35:02,346	 Pressure! Take a guess now with pressure!	21
00:35:02,391	00:35:05,485	" ""Sydney""! It's ""Sydney""! Duck!"	21
00:35:05,527	00:35:07,461	 Aah!	21
00:35:07,496	00:35:10,897	 I'm dead. I'm dead, I'm dead, I'm dead.	21
00:35:10,933	00:35:12,298	 I died. I'm dead.	21
00:35:19,308	00:35:20,639	 Whoo-hoo!	21
00:35:20,676	00:35:22,473	 We did it, we did it	21
00:35:22,511	00:35:24,206	 Oh, yeah, yeah, yeah	21
00:35:24,246	00:35:26,077	 No eating here tonight, whoo!	21
00:35:26,114	00:35:27,479	 Eating here tonight	21
00:35:27,516	00:35:28,813	 No, no, no, eating here tonight	21
00:35:28,850	00:35:30,317	 Dory. You on a diet	21
00:35:30,352	00:35:33,185	 Dory! What did the mask say?	21
00:35:33,221	00:35:35,052	 P. Sherman, 42 Wallaby Way, Sydney.	21
00:35:35,090	00:35:37,217	 I remembered what it said!	21
00:35:37,259	00:35:39,750	 I usually forget things, but I remembered it!	21
00:35:39,795	00:35:41,456	 Whoa, whoa, wait. Where is that?	21
00:35:41,496	00:35:43,930	 I dont know. But who cares? I remembered.	21
00:35:43,966	00:35:45,160	 Raar! Aah!	21
00:35:45,200	00:35:47,430	 P. Sherman, 42 Wallaby Way, Sydney.	21
00:35:47,469	00:35:49,494	 I remembered it again!	21
00:36:16,198	00:36:19,190	 Psst. Nemo.	22
00:36:19,234	00:36:20,826	 Mmm...	22
00:36:20,869	00:36:23,565	 Nemo	22
00:36:23,605	00:36:26,472	 Huh? Suivez-moi.	22
00:36:28,610	00:36:30,202	 Follow me.	22
00:36:40,655	00:36:42,782	 Ha hwa ha	22
00:36:49,998	00:36:52,796	 Ha hwa ha ho ho ho	22
00:37:13,622	00:37:16,090	 Ha hwa ho ha	22
00:37:16,124	00:37:17,716	 Hahoo wahoo yahoo ho	22
00:37:20,162	00:37:22,255	 Hahoo ho ho wahoo ha hee	22
00:37:22,297	00:37:24,492	 Ha ho wahee ha ho ho ho	22
00:37:24,533	00:37:25,727	 Hoo!	22
00:37:27,736	00:37:29,465	 State your name.	22
00:37:29,504	00:37:31,597	 Nemo.	22
00:37:31,640	00:37:33,972	 Brother Bloat, proceed.	23
00:37:35,110	00:37:39,012	 Nemo, newcomer of orange and white...	23
00:37:39,047	00:37:40,412	 you have been called forth...	23
00:37:40,449	00:37:43,009	 to the summit of Mount Wannahockaloogie...	23
00:37:43,051	00:37:48,353	 to join with us in the fraternal bonds of tankhood.	23
00:37:48,390	00:37:51,291	 Huh? We want you in our club, kid.	23
00:37:51,326	00:37:52,520	 Really? Lf...	23
00:37:52,561	00:37:55,826	 you are able to swim through...	23
00:37:55,864	00:38:00,324	 The Ring of Fire!	23
00:38:03,839	00:38:05,670	 Turn on the Ring of Fire!	23
00:38:05,707	00:38:07,334	 You said you could do it.	23
00:38:07,375	00:38:08,967	 The Ring of Fire!	23
00:38:11,346	00:38:13,473	 Bubbles, let me... Oh!	23
00:38:13,515	00:38:16,279	 Ha hwa ha ho ho ho	23
00:38:21,056	00:38:24,150	 Isn't there another way? He's just a boy!	23
00:38:34,536	00:38:39,633	 From this moment on, you will be known as Sharkbait.	23
00:38:39,674	00:38:41,005	 Sharkbait, oo-ha-ha!	23
00:38:41,042	00:38:42,805	 Welcome, Brother Sharkbait.	23
00:38:42,844	00:38:44,072	 Sharkbait, oo-ha-ha!	23
00:38:44,112	00:38:46,137	 Enough with the Sharkbait. Sharkbait!	23
00:38:46,181	00:38:48,046	 Ooh... ba-ba-do.	23
00:38:48,083	00:38:49,641	 Sharkbait's one of us now, agreed?	23
00:38:49,684	00:38:51,743	 Agreed. We cant send him to his death.	23
00:38:51,786	00:38:53,879	 Darla's coming in five days.	23
00:38:53,922	00:38:55,480	 So, what are we going to do?	23
00:38:55,524	00:38:58,084	 I'll tell you what we're gonna do...	23
00:38:58,126	00:38:59,684	 we're gonna get him out of here.	23
00:38:59,728	00:39:02,253	 We'll help him escape. Escape? Really?	23
00:39:02,297	00:39:03,764	 We're all gonna escape.	23
00:39:03,798	00:39:06,426	 Gill, please. Not another escape plan.	23
00:39:06,468	00:39:08,493	 Sorry, but they just never work.	23
00:39:08,537	00:39:09,671	 Why should this be any different?	24
00:39:10,105	00:39:13,563	 Because we've got him. Me?	24
00:39:13,608	00:39:15,377	 You see that filter? Yeah.	24
00:39:15,377	00:39:18,813	 You're the only one who can get in and out of that thing.	24
00:39:18,847	00:39:22,010	 We need you to take a pebble inside there...	24
00:39:22,050	00:39:23,278	 and jam the gears.	24
00:39:23,318	00:39:25,286	 You do that, and this tank's gonna get...	24
00:39:25,320	00:39:27,288	 filthier and filthier by the minute.	24
00:39:27,322	00:39:29,654	 Pretty soon, the dentist'll have to clean the tank...	24
00:39:29,691	00:39:32,592	 and when he does, he'll take us out of the tank...	24
00:39:32,627	00:39:34,185	 put us in individual baggies...	24
00:39:34,229	00:39:36,026	 then we'll roll ourselves down the counter...	24
00:39:36,064	00:39:37,725	 out the window, off the awning...	24
00:39:37,766	00:39:39,427	 into the bushes, across the street...	24
00:39:39,467	00:39:41,935	 and into the harbor!	24
00:39:41,970	00:39:44,905	 It's foolproof. Who's with me?	24
00:39:44,940	00:39:46,339	 Aye! Aye!	24
00:39:46,374	00:39:47,807	 I think you're nuts.	24
00:39:48,977	00:39:51,810	 No offense, kid, but you're not the best swimmer.	24
00:39:51,846	00:39:54,246	 He's fine. He can do this.	24
00:39:54,282	00:39:57,740	 So, Sharkbait, what do you think?	24
00:39:57,786	00:40:02,724	 Let's do it.	24
00:40:02,724	00:40:05,693	 I'm going to P. Sherman, 42 Wallaby Way, Sydney.	24
00:40:05,727	00:40:07,024	 Where are you going?	24
00:40:07,062	00:40:08,723	 I'm going to P. Sherman, 42 Wallaby Way, Sydney.	24
00:40:08,763	00:40:10,390	 If you ask where I'm going...	24
00:40:10,432	00:40:12,161	 I'll tell you that's where I'm going.	24
00:40:12,200	00:40:13,667	 It's P. Sherman, 42 Wallaby Way, Sydney.	24
00:40:13,702	00:40:15,465	 Where? I'm sorry, I didnt hear you.	24
00:40:15,503	00:40:17,061	 P. Sherman, 42 Wallaby Way, Sydney.	24
00:40:17,105	00:40:19,903	 Excuse me.	24
00:40:19,941	00:40:21,738	 Hi. Do you know how to get...	24
00:40:21,776	00:40:24,745	 Hello? Whoa. Wait. Can you tell me...	24
00:40:24,779	00:40:29,113	 Hey! Hold it! I'm trying to talk to you!	24
00:40:29,150	00:40:32,517	 Fellas, come back here. One quick question.	24
00:40:32,554	00:40:36,957	 I need to... And they're gone again.	24
00:40:36,992	00:40:38,755	 P. Sherman, 42 Wallaby Way, Sydney.	24
00:40:38,793	00:40:40,454	 Why do I have to tell you over and over again?	24
00:40:40,495	00:40:42,486	 I'll tell you again. I dont get tired of it...	24
00:40:42,530	00:40:43,690	 OK, all right. Huh?	24
00:40:43,732	00:40:45,427	 Here's the thing. Uh-huh.	24
00:40:45,467	00:40:50,962	 I think it's best if I carry on from here by...	24
00:40:51,006	00:40:52,371	 by myself.	25
00:40:52,407	00:40:53,601	 OK.	25
00:40:53,642	00:40:55,337	 You know, alone. Uh-huh.	25
00:40:55,377	00:40:57,402	 Without... without... I mean, not without you.	25
00:40:57,445	00:41:00,812	 But I dont want you... with me.	25
00:41:00,849	00:41:03,181	 Huh? Am I...	25
00:41:03,218	00:41:04,378	 I dont want to hurt your feelings.	25
00:41:04,419	00:41:07,217	 You want me to leave? I mean, not... Yes.	25
00:41:07,255	00:41:09,689	 I just cant afford any more delays...	25
00:41:09,724	00:41:12,921	 and you're one of those fish that cause delays.	25
00:41:12,961	00:41:14,588	 Sometimes it's a good thing.	25
00:41:14,629	00:41:17,655	 There's a whole group of fish. They're delay fish.	25
00:41:17,699	00:41:19,257	 You mean...	25
00:41:19,301	00:41:20,962	 You mean you dont like me?	25
00:41:21,002	00:41:22,799	 No, of course I like you.	25
00:41:22,837	00:41:25,533	 It's because I like you I dont want to be with you.	25
00:41:25,573	00:41:27,734	 It's a complicated emotion.	25
00:41:27,776	00:41:31,473	 Ohh! Don't cry. I like you.	25
00:41:31,513	00:41:35,882	 Hey, you! Lady, is this guy bothering you?	25
00:41:35,917	00:41:37,851	 Um... I dont remember. Were you?	25
00:41:37,886	00:41:39,786	 No, no, no, no, no. We're just...	25
00:41:39,821	00:41:41,584	 Do you guys know how I can get to...	25
00:41:41,623	00:41:43,955	 Look, pal, we're talking to the lady, not you.	25
00:41:43,992	00:41:45,584	 Hey, hey. You like impressions?	25
00:41:45,627	00:41:47,652	 Mm-hmm.	25
00:41:47,696	00:41:50,028	 Just like in rehearsals, gentlemen.	25
00:41:50,065	00:41:51,623	 So what are we? Take a guess.	25
00:41:51,666	00:41:52,963	 Oh, oh. I've seen one of those.	25
00:41:53,001	00:41:55,196	 I'm a fish with a nose like a sword.	25
00:41:55,236	00:41:57,204	 Wait, wait, um... It's a swordfish!	25
00:41:57,238	00:41:59,007	 Hey, clown boy, let the lady guess.	25
00:42:00,308	00:42:01,866	 Where's the butter?	25
00:42:01,910	00:42:03,309	 Ooh! It's on the tip of my tongue!	25
00:42:03,345	00:42:05,336	 Lobster. Saw that!	25
00:42:05,380	00:42:07,211	 Lots of legs! Live in the ocean.	25
00:42:07,248	00:42:08,647	 Clam! Close enough!	25
00:42:08,683	00:42:10,173	 Oh, it's a whale of a tale	25
00:42:10,218	00:42:11,685	 I'll tell you, lad...	25
00:42:11,720	00:42:12,709	 They're good.	25
00:42:12,754	00:42:14,051	 Will somebody please give me directions?!	25
00:42:14,089	00:42:16,455	" ""Will somebody please give me directions?!"""	25
00:42:16,491	00:42:18,516	 Ha ha ha ha ha! I'm serious!	25
00:42:18,560	00:42:20,551	" ""Blah blah blah, me, me, blah!"	25
00:42:20,595	00:42:21,789	" ""Blah blah blah, me, me, me!"""	25
00:42:21,830	00:42:23,320	 Thank you.	25
00:42:23,365	00:42:25,856	 Oh, dear. Hey! Hey, come back!	25
00:42:25,900	00:42:28,036	 Hey, what's the matter? What's the matter?	26
00:42:28,603	00:42:30,571	 While they're doing their silly little impressions...	26
00:42:30,605	00:42:34,735	 I am miles from home with a fish that cant remember her name!	26
00:42:34,776	00:42:36,073	 I bet that's frustrating.	26
00:42:36,111	00:42:37,544	 Meanwhile, my son is out there.	26
