frameNo	startTime	endTime	dialogue
423	00:31:53,270	00:31:57,641	$Khaleesi of the riding men$and princess of the Seven Kingdoms.
424	00:31:57,675	00:31:59,810	$- Princess.$- <i>Rise.</i>
425	00:31:59,844	00:32:01,779	$I'd still like$to taste that wine.
426	00:32:01,814	00:32:05,283	$That? Dornish swill.
427	00:32:05,318	00:32:07,819	$<i>Not worthy</i>$<i>of a princess.</i>
428	00:32:07,854	00:32:10,088	$I have a dry red$from the Arbor--
429	00:32:10,122	00:32:12,057	$nectar of the Gods.
430	00:32:12,091	00:32:14,926	$Let me give you a cask.$Uh-- a gift.
431	00:32:14,961	00:32:16,461	$You honor me, Ser.
432	00:32:16,495	00:32:19,131	$The honor--$the honor is all mine.
433	00:32:19,165	00:32:21,066	$Huh-uh, huh-uh.
434	00:32:24,170	00:32:27,739	$There are many in your homeland$that pray for your return, princess.
435	00:32:27,774	00:32:29,574	$I hope to repay$your kindness someday.
436	00:32:29,609	00:32:31,243	$- Rakharo.$- Huh.
437	00:32:35,282	00:32:37,651	$- Is something wrong?$- I have a thirst.
438	00:32:37,685	00:32:39,519	$Open it.
439	00:32:39,554	00:32:42,222	$The wine is for the Khaleesi.$It's not for the likes of you.
440	00:32:42,257	00:32:43,590	$Open it.
441	00:32:54,869	00:32:56,770	$Pour.
442	00:32:56,804	00:32:58,872	$It would be a crime$to drink a wine this rich
443	00:32:58,907	00:33:00,527	$without at least$giving it time to breathe.
444	00:33:00,552	00:33:02,581	$Do as he says.
445	00:33:03,044	00:33:04,745	$As the princess commands.
446	00:33:17,059	00:33:19,093	$<i>Sweet, isn't it?</i>
447	00:33:19,128	00:33:21,496	$<i>Can you smell</i>$<i>the fruit, Ser?</i>
448	00:33:22,832	00:33:24,566	$Taste it, My Lord.
449	00:33:24,600	00:33:26,434	$Tell me that that$is not the finest wine
450	00:33:26,469	00:33:28,670	$<i>that has ever touched</i>$<i>your tongue.</i>
451	00:33:31,742	00:33:34,076	$You first.
452	00:33:35,745	00:33:37,445	$Me?
453	00:33:37,480	00:33:39,881	$I'm afraid I am not$worthy of the vintage.
454	00:33:40,179	00:33:41,750	$Besides, it is a poor$wine merchant who would
455	00:33:41,775	00:33:42,919	$drink up his own wares.
456	00:33:42,944	00:33:44,993	$You will drink.
457	00:34:01,769	00:34:03,937	$- Khaleesi!$- Stop him!
458	00:34:17,216	00:34:19,050	$Come.
459	00:34:25,824	00:34:28,725	$You came to us$as outlaws,
460	00:34:28,760	00:34:32,229	$poachers, rapers,
461	00:34:32,264	00:34:34,665	$killers, thieves.
462	00:34:34,700	00:34:37,501	$<i>You came alone,</i>$<i>in chains,</i>
463	00:34:37,535	00:34:40,104	$<i>without friends</i>
464	00:34:40,139	00:34:42,307	$<i>nor honor.</i>
465	00:34:42,341	00:34:45,744	$<i>You came to us rich</i>$<i>and you came to us poor.</i>
466	00:34:46,743	00:34:50,190	$Some of you bear the names$of proud houses,
467	00:34:50,384	00:34:53,952	$others only bastard names$or no names at all.
468	00:34:53,986	00:34:56,021	$It does not matter.
469	00:34:56,055	00:34:59,190	$All that is in the past.
470	00:34:59,224	00:35:01,692	$Here,
471	00:35:01,727	00:35:03,294	$on the wall,
472	00:35:03,328	00:35:06,430	$are all one house.
473	00:35:07,865	00:35:11,201	$- <i>Tonight...</i>$- You're allowed to look happy.
474	00:35:11,235	00:35:14,337	$You're going$to be a Ranger.
475	00:35:14,372	00:35:17,374	$Isn't that what you$always wanted?
476	00:35:17,408	00:35:19,811	$I want$to find my Uncle.
477	00:35:19,845	00:35:22,647	$I know he's alive$out there.
478	00:35:22,682	00:35:24,249	$I know he is.
479	00:35:25,652	00:35:28,454	$I wish I could help you,$but I'm no Ranger.
480	00:35:28,488	00:35:31,357	$It's the steward's life$for me.
481	00:35:32,526	00:35:34,427	$There's honor$in being a steward.
482	00:35:34,461	00:35:36,829	$Not much, really.
483	00:35:36,864	00:35:38,664	$But there's food.
484	00:35:41,935	00:35:45,305	$Here you begin anew.
485	00:35:53,013	00:35:56,482	$A man$of The Night's Watch...
486	00:35:58,018	00:36:01,020	$Lives his life$for the realm.
487	00:36:02,489	00:36:04,390	$Not for a king,
488	00:36:04,424	00:36:07,627	$or a lord, or the honor$of this house
489	00:36:07,661	00:36:10,096	$<i>or that house;</i>
490	00:36:10,130	00:36:12,865	$not for gold nor glory
491	00:36:12,900	00:36:14,667	$nor a woman's love;
492	00:36:14,701	00:36:17,169	$but for the realm
493	00:36:17,203	00:36:19,971	$<i>and all the people in it.</i>
494	00:36:20,006	00:36:23,508	$You've all learned$the words of the vow.
495	00:36:23,542	00:36:27,245	$Think carefully$before you say them.
496	00:36:27,279	00:36:30,648	$<i>The penalty for desertion</i>
497	00:36:30,683	00:36:33,485	$is death.
498	00:36:37,590	00:36:39,858	$You can take$your vows here
499	00:36:39,892	00:36:43,729	$tonight at sunset.
500	00:36:43,763	00:36:46,465	$Do any of you$still keep the old Gods?
501	00:36:48,535	00:36:50,503	$I do, My Lord.
502	00:36:50,538	00:36:53,806	$You'll want to take your vow$before a heart tree as your Uncle did.
503	00:36:53,841	00:36:55,318	$Yes, My Lord.
504	00:36:55,343	00:36:57,735	$You'll find a Weirwood$a mile North of the Wall.
505	00:36:57,811	00:37:01,181	$And your old Gods too, maybe.
506	00:37:02,250	00:37:05,219	$My Lord,$might I go as well?
507	00:37:05,253	00:37:07,221	$Does house Tarly$keep the old Gods?
508	00:37:07,256	00:37:10,190	$No, My Lord.
509	00:37:10,225	00:37:12,292	$I was named in the light$of the Seven,
510	00:37:12,327	00:37:14,861	$as my father was$and his father before him.
511	00:37:14,896	00:37:19,000	$Why would you forsake the Gods$of your father and your house?
512	00:37:21,270	00:37:23,171	$The Night's Watch$is my house now.
513	00:37:23,205	00:37:25,740	$The Seven have never$answered my prayers.
514	00:37:25,775	00:37:28,410	$Perhaps the old Gods will.
515	00:37:30,513	00:37:31,846	$As you wish, lad.
516	00:37:31,881	00:37:35,483	$<i>You've all been</i>$<i>assigned an order,</i>
517	00:37:35,518	00:37:38,920	$<i>according to our needs</i>
518	00:37:38,954	00:37:40,622	$and your strengths.
519	00:37:40,656	00:37:43,758	$Halder to the builders.
520	00:37:44,627	00:37:46,495	$<i>Pyp to the stewards.</i>
521	00:37:46,529	00:37:49,364	$<i>Toad to the builders.</i>$<i>Grenn to the Rangers.</i>
522	00:37:49,398	00:37:51,432	$<i>Samwell to the stewards.</i>
523	00:37:51,467	00:37:54,736	$Matthar to the Rangers.$Dareon to the stewards.
524	00:37:54,770	00:37:56,805	$Balian to the Rangers.
525	00:37:56,839	00:37:58,706	$Rast to the Rangers.
526	00:37:58,741	00:38:00,508	$<i>Jon to the stewards.</i>
527	00:38:00,542	00:38:02,376	$<i>Rancer to the builders.</i>
528	00:38:02,411	00:38:04,078	$<i>Echiel to the builders.</i>
529	00:38:04,113	00:38:05,313	$<i>Gordo to the stewards.</i>
530	00:38:05,348	00:38:09,184	$<i>Niko to the Rangers.</i>$<i>Escan to the Rangers.</i>
531	00:38:09,219	00:38:11,854	$<i>Vorkoy to the builders.</i>$<i>Joby to the stables.</i>
532	00:38:11,888	00:38:15,291	$<i>Mink to the kitchens.</i>$<i>Allo to the builders.</i>
533	00:38:15,326	00:38:17,661	$<i>Nelugo to the Rangers.</i>
534	00:38:17,695	00:38:21,398	$May all the Gods$preserve you.
535	00:38:26,104	00:38:28,838	$Rangers with me.
536	00:38:28,873	00:38:31,240	$<i>Builders!</i>
537	00:38:49,961	00:38:54,799	$Samwell, you will assist me$in the rookery and library.
538	00:38:54,833	00:38:58,903	$Pyp, you will report to$Bowen Marsh in the kitchens.
539	00:38:58,937	00:39:03,674	$Luke, report to one-eyed Joe$in the stables.
540	00:39:03,709	00:39:07,378	$Dareon, we are sending$you to Eastwatch.
541	00:39:07,413	00:39:10,515	$Present yourself to Borcas$when you arrive.
542	00:39:10,549	00:39:13,852	$Make no comment$about his nose.
543	00:39:15,288	00:39:18,323	$Jon Snow,$Lord Commander Mormont
544	00:39:18,357	00:39:21,025	$has requested you$for his personal steward.
545	00:39:21,059	00:39:24,228	$Will I serve$the Lord Commander's meals
546	00:39:24,262	00:39:26,229	$and fetch hot water$for his bath.
547	00:39:26,263	00:39:27,480	$Certainly.
548	00:39:27,505	00:39:29,365	$And keep a fire burning$in his chambers,
549	00:39:29,400	00:39:32,636	$change his sheets$and blankets daily
550	00:39:32,671	00:39:36,506	$and do everything else the$Lord Commander requires of you.
551	00:39:39,177	00:39:41,045	$Do you take me$for a servant?
552	00:39:41,079	00:39:43,614	$We took you for a man$of The Night's Watch.
553	00:39:43,648	00:39:46,617	$<i>But perhaps we</i>$<i>were wrong in that.</i>
554	00:39:47,652	00:39:50,353	$- May I go?$- As you wish.
555	00:39:56,060	00:39:58,027	$Jon, wait!
556	00:39:58,062	00:39:59,996	$Don't you see$what they're doing?
557	00:40:00,030	00:40:02,031	$I see Ser Alliser's revenge,$that's all.
558	00:40:02,065	00:40:03,966	$He wanted it$and he got it.
559	00:40:04,000	00:40:06,468	$Stewards are nothing$but maids!
560	00:40:06,502	00:40:08,636	$I'm a better swordsman$and rider than any of you!
561	00:40:08,671	00:40:12,407	$- It's not fair.$- <i>Fair?</i>
562	00:40:12,442	00:40:14,910	$I was singing for a high lord$at Acorn Hall
563	00:40:14,944	00:40:17,880	$when he put his hand on my leg$and he wanted to see my cock.
564	00:40:17,914	00:40:20,341	$I pushed him away and he said$he'd have my hands cut off
565	00:40:20,366	00:40:21,804	$for stealing their silver.
566	00:40:21,885	00:40:23,638	$So now I'm here--$at the end of the world
567	00:40:23,663	00:40:24,688	$with no one to sing for
568	00:40:24,689	00:40:26,590	$<i>but old men</i>$<i>and little shits like you.</i>
569	00:40:26,624	00:40:28,626	$I'll never see$my family again.
570	00:40:28,660	00:40:30,694	$I'll never be inside$a woman again.
571	00:40:30,728	00:40:32,240	$So don't tell me about fair.
572	00:40:32,265	00:40:34,165	$I thought you were caught$stealing a wheel of cheese
573	00:40:34,231	00:40:36,266	$for your starving sister?
574	00:40:36,291	00:40:37,661	$You think I was gonna tell$a bunch of strangers
575	00:40:37,668	00:40:40,302	$that a high lord tried$to grab my cock?
576	00:40:42,472	00:40:46,374	$Could you sing me a song, Pyp?$I'd like to hear a song.
577	00:40:51,480	00:40:53,214	$Now listen to me.
578	00:40:53,248	00:40:56,184	$The old man is the Lord Commander$of The Night's Watch.
579	00:40:56,218	00:40:58,453	$You'll be with him$day and night.
580	00:40:58,487	00:41:00,955	$Yes, you'll$clean his clothes.
581	00:41:00,989	00:41:05,159	$But you'll also take his letters,$attend him at meetings,
582	00:41:05,193	00:41:06,894	$squire for him in battle.
583	00:41:06,928	00:41:10,264	$You'll know everything,$be part of everything.
584	00:41:10,299	00:41:12,433	$And he asked for you himself.
585	00:41:13,535	00:41:16,303	$He wants to groom you$for command.
586	00:41:21,074	00:41:23,742	$I just...
587	00:41:23,777	00:41:26,044	$I always wanted$to be a Ranger.
588	00:41:28,214	00:41:30,315	$I always wanted$to be a Wizard.
589	00:41:32,852	00:41:34,553	$What?
590	00:41:34,587	00:41:37,223	$No, I'm serious.
591	00:41:37,257	00:41:39,693	$So you'll stay$and say your words with me?
592	00:41:46,235	00:41:49,604	$Lord Stark, a moment.
593	00:41:50,740	00:41:52,807	$Alone if you will.
594	00:42:01,952	00:42:05,221	$He named you$Protector of the Realm.
595	00:42:05,255	00:42:07,490	$He did.
596	00:42:07,524	00:42:09,291	$She won't care.
597	00:42:09,326	00:42:12,661	$Give me an hour and I can put a$hundred swords at your command.
598	00:42:12,696	00:42:14,697	$And what should I do$with a hundred swords?
599	00:42:14,731	00:42:18,134	$Strike! Tonight$while the castle sleeps.
600	00:42:18,168	00:42:22,172	$We must get Joffrey away fro$his mother and into our custody.
601	00:42:22,207	00:42:26,644	$<i>Protector of the Realm or no,</i>$<i>he who holds the King holds the Kingdom.</i>
602	00:42:26,678	00:42:30,315	$<i>Every moment you delay gives</i>$<i>Cersei another moment to prepare.</i>
603	00:42:30,349	00:42:33,484	$By the time Robert dies,$it will be too late for the both of us.
604	00:42:33,518	00:42:35,252	$<i>What about Stannis?</i>
605	00:42:35,286	00:42:38,488	$Saving the Seven Kingdoms from$Cersei and delivering them to Stannis?
606	00:42:38,523	00:42:41,324	$<i>You have odd notions about</i>$<i>protecting the realm.</i>
607	00:42:41,358	00:42:43,410	$Stannis is your older brother.
608	00:42:43,435	00:42:45,264	$<i>This isn't about the bloody</i>$<i>line of succession.</i>
609	00:42:45,295	00:42:48,230	$That didn't matter when you rebelled$against the Mad King.
610	00:42:48,265	00:42:50,599	$It shouldn't matter now.
611	00:42:50,634	00:42:53,636	$<i>What's best</i>$<i>for the Kingdoms?</i>
612	00:42:53,670	00:42:56,706	$What's best$for the people we rule?
613	00:42:57,842	00:43:00,310	$We all know$what Stannis is.
614	00:43:00,345	00:43:03,313	$He inspires$no love or loyalty.
615	00:43:03,348	00:43:05,449	$He's not a King.
616	00:43:05,484	00:43:08,252	$I am.
617	00:43:14,793	00:43:16,760	$Stannis is a commander.
618	00:43:16,795	00:43:19,664	$He's led men$into war twice.
619	00:43:19,698	00:43:21,966	$He destroyed$the Greyjoy fleet--
620	00:43:22,001	00:43:23,764	$Yes, he's a good soldier.$Everyone knows that.
621	00:43:23,789	00:43:25,376	$So was Robert.
622	00:43:25,839	00:43:27,173	$Tell me something:
623	00:43:27,207	00:43:29,808	$Do you still believe$good soldiers make good kings?
624	00:43:35,581	00:43:37,783	$I will not dishonor$Robert's last hours
625	00:43:37,817	00:43:39,685	$by shedding blood$in his halls
626	00:43:39,719	00:43:42,822	$and dragging frightened$children from their beds.
627	00:43:56,370	00:43:59,072	$You will sail$to dragonstone tonight.
628	00:43:59,106	00:44:01,875	$You will place this in the hand$of Stannis Baratheon.
629	00:44:03,511	00:44:05,478	$Not his steward,
630	00:44:05,513	00:44:08,615	$not his Captain$of the guard,
631	00:44:08,649	00:44:11,184	$and not his wife.
632	00:44:16,057	00:44:17,624	$Only Stannis himself.
633	00:44:17,658	00:44:20,894	$Yes, My Lord.
634	00:44:23,064	00:44:24,565	$Now leave us.
635	00:44:33,909	00:44:36,578	$My Lord protector.
636	00:44:41,185	00:44:43,854	$The King has$no trueborn sons.
637	00:44:43,888	00:44:46,490	$<i>Joffrey and Tommen</i>
638	00:44:46,524	00:44:48,525	$are Jaime Lannister's$bastards.
639	00:44:49,994	00:44:53,096	$- So when the King dies--$- The throne passes
640	00:44:53,130	00:44:56,332	$to his brother$Lord Stannis.
641	00:44:56,367	00:44:59,302	$So it would seem.
642	00:45:01,071	00:45:03,339	$- Unless--$- there is no "unless."
643	00:45:03,373	00:45:05,841	$He is the rightful heir.$Nothing can change that.
644	00:45:05,875	00:45:08,010	$And he cannot take the throne$without your help.
645	00:45:08,044	00:45:09,444	$You would be wise$to deny it to him
646	00:45:09,478	00:45:12,180	$<i>and to make sure</i>$<i>Joffrey succeeds.</i>
647	00:45:15,051	00:45:17,820	$Do you have$a shred of honor?
648	00:45:17,854	00:45:21,725	$You are now Hand of the King$<i>and</i> Protector of the Realm.
649	00:45:21,759	00:45:24,061	$All of the power is yours.$You need only
650	00:45:24,095	00:45:26,597	$reach out and take it.
651	00:45:26,631	00:45:28,832	$<i>Make peace</i>$<i>with the Lannisters.</i>
652	00:45:28,867	00:45:32,237	$Release the Imp.$Wed your daughter to Joffrey.
653	00:45:32,271	00:45:35,172	$<i>We have plenty of time</i>$<i>to get rid of Stannis.</i>
654	00:45:35,207	00:45:37,661	$And if Joffrey seems likely$to cause problems when he
655	00:45:37,686	00:45:38,986	$comes into his throne,
656	00:45:39,078	00:45:41,412	$we simply reveal$his little secret
657	00:45:41,447	00:45:43,381	$and seat Lord Renly$there instead.
658	00:45:43,415	00:45:44,547	$We?
659	00:45:44,572	00:45:46,283	$You'll need someone$to share these burdens.
660	00:45:46,452	00:45:50,388	$I assure you--$my price would be modest.
661	00:45:51,456	00:45:53,591	$What you suggest is treason.
662	00:45:53,625	00:45:55,859	$Only if we lose.
663	00:45:58,229	00:46:00,864	$Make peace with$the Lannisters, you say...
664	00:46:02,599	00:46:04,733	$With the people$who tried to murder my boy.
665	00:46:04,768	00:46:07,169	$We only make peace$with our enemies, My Lord.
666	00:46:07,203	00:46:10,605	$That's why it's$called "making peace."
667	00:46:10,640	00:46:13,909	$No.$I won't do it.
668	00:46:13,943	00:46:16,611	$So it will be Stannis$and war?
669	00:46:16,645	00:46:18,846	$There is no other choice.
670	00:46:18,881	00:46:21,449	$He is the heir.
671	00:46:22,518	00:46:24,019	$So why did you$call me here?
672	00:46:24,053	00:46:26,688	$Not for my wisdom,$clearly.
673	00:46:27,790	00:46:29,892	$You promised Catelyn$you would help me.
674	00:46:29,926	00:46:32,629	$The Queen has a dozen knights$and a hundred men-at-arms--
675	00:46:32,663	00:46:36,032	$enough to overwhelm what$remains of <i>my</i> household guard.
676	00:46:36,067	00:46:38,535	$I need the gold cloaks.
677	00:46:38,570	00:46:41,772	$The City Watch$is 2,000 strong
678	00:46:41,807	00:46:45,243	$and sworn to defend$the King's peace.
679	00:46:47,948	00:46:50,449	$Look at you.
680	00:46:50,484	00:46:52,818	$You know what$you want me to do,
681	00:46:52,853	00:46:54,954	$you know it has$to be done,
682	00:46:54,988	00:46:59,558	$but it's not honorable$so the words stick in your throat.
683	00:46:59,592	00:47:02,894	$When the Queen$proclaims one King
684	00:47:02,929	00:47:04,563	$and the Hand$proclaims another,
685	00:47:04,597	00:47:08,166	$whose peace do$the Gold Cloaks protect?
686	00:47:08,201	00:47:10,302	$Who do they follow?
687	00:47:15,975	00:47:18,843	$The man who pays them.
688	00:48:03,191	00:48:07,362	$Hear my words and bear$witness to my vow.
689	00:48:07,396	00:48:11,132	$Night gathers$and now my watch begins.
690	00:48:11,167	00:48:14,636	$<i>It shall not end</i>$<i>until my death.</i>
691	00:48:14,670	00:48:16,838	$<i>I shall take no wife,</i>
692	00:48:16,872	00:48:19,808	$<i>hold no lands,</i>$<i>father no children.</i>
693	00:48:19,842	00:48:24,212	$<i>I shall wear no crowns</i>$<i>and win no glory.</i>
694	00:48:24,247	00:48:27,982	$I shall live and die$at my post.
695	00:48:28,017	00:48:31,118	$I am the sword$in the darkness.
696	00:48:31,153	00:48:33,988	$I am the watcher$on the walls.
697	00:48:34,022	00:48:37,324	$I am the shield that guards$the realms of men.
698	00:48:37,358	00:48:41,761	$I pledge my li and honor$to The Night's Watch,
699	00:48:41,795	00:48:45,731	$for this night and all$the nights to come.
700	00:48:45,765	00:48:47,766	$You knelt as boys.
701	00:48:47,801	00:48:50,569	$Rise now as men$of The Night's Watch.
702	00:49:03,852	00:49:05,786	$Well done.$Well done.
703	00:49:12,561	00:49:14,395	$What's he got there?
704	00:49:14,429	00:49:17,598	$To me, ghost.$Bring it here.
705	00:49:19,701	00:49:22,101	$Gods be good!
706	00:49:28,375	00:49:31,210	$What will they$do to him?
707	00:49:33,680	00:49:36,515	$When the Khalasar rides,$he'll be leashed to a saddle,
708	00:49:36,549	00:49:39,318	$forced to run behind the horses$for as long as he can.
709	00:49:39,352	00:49:41,053	$And when he falls?
710	00:49:42,989	00:49:45,991	$I saw a man$last nine miles once.
711	00:49:47,527	00:49:49,795	$King Robert$still wants me dead.
712	00:49:49,829	00:49:52,131	$This poisoner was the first.$He won't be the last.
713	00:49:52,165	00:49:55,034	$I thought$he'd leave me alone--
714	00:49:55,069	00:49:56,736	$now that my brother$is gone.
715	00:49:56,771	00:49:58,772	$He will never$leave you alone.
716	00:49:58,806	00:50:02,476	$<i>If you ride to darkest Asshai,</i>$<i>his assassins will follow you.</i>
717	00:50:02,510	00:50:04,879	$<i>If you sailed all the way</i>$<i>to the Basilisk Isles,</i>
718	00:50:04,913	00:50:06,480	$<i>his spies would tell him.</i>
719	00:50:06,515	00:50:09,284	$He will never$abandon the hunt.
720	00:50:09,318	00:50:13,254	$<i>You're a Targaryen--</i>$<i>the last Targaryen.</i>
721	00:50:13,288	00:50:15,523	$<i>Your son will have</i>$<i>Targaryen blood</i>
722	00:50:15,557	00:50:18,225	$with 40,000 riders$behind him.
723	00:50:19,594	00:50:21,594	$He will not have my son.
724	00:50:22,829	00:50:24,597	$He will not have$you either, Khaleesi.
725	00:53:27,475	00:53:28,409	$Lord Stark!
726	00:53:28,443	00:53:30,912	$- Stop!$- Ned: No, all right.
727	00:53:30,946	00:53:32,880	$It's all right.$Let him through.
728	00:53:32,914	00:53:35,249	$Lord Stark, King Joffrey$and the Queen Regent
729	00:53:35,283	00:53:36,801	$request your presence$in the Throne Room.
730	00:53:36,826	00:53:38,119	$King Joffrey?
731	00:53:38,120	00:53:40,388	$King Robert is gone.
732	00:53:40,422	00:53:42,423	$The Gods give him rest.
733	00:53:53,869	00:53:56,504	$All is accomplished.$The City Watch is yours.
734	00:53:56,539	00:53:58,206	$Good.
735	00:53:58,241	00:54:00,309	$Is Lord Renly joining us?
736	00:54:02,545	00:54:05,381	$I fear Lord Renly$has left the city.
737	00:54:05,415	00:54:08,350	$<i>He rode through</i>$<i>the old gate</i>
738	00:54:08,384	00:54:09,618	$<i>an hour before dawn</i>
739	00:54:09,653	00:54:13,289	$with Ser Loras Tyrell$and some 50 retainers.
740	00:54:13,323	00:54:17,260	$Last seen galloping South$in some haste.
741	00:54:37,815	00:54:40,116	$We stand behind you,$Lord Stark.
742	00:54:49,493	00:54:51,561	$All hail his Grace,
743	00:54:51,596	00:54:54,464	$Joffrey of Houses$Baratheon and Lannister,
744	00:54:54,498	00:54:56,066	$the first of his name,
745	00:54:56,100	00:54:58,535	$<i>King of the Andals</i>$<i>and the First Men,</i>
746	00:54:58,569	00:55:00,737	$<i>Lord of the Seven Kingdoms</i>
747	00:55:00,771	00:55:03,974	$and Protector of the Realm.
748	00:55:21,761	00:55:24,214	$I command the council to make$all necessary arrangements
749	00:55:24,239	00:55:25,692	$for my coronation.
750	00:55:25,766	00:55:28,134	$I wish to be crowned$within the fortnight.
751	00:55:28,168	00:55:30,970	$Today I shall accept$oaths of fealty
752	00:55:31,004	00:55:33,372	$from my loyal councilors.
753	00:55:37,077	00:55:39,211	$Ser Barristan,
754	00:55:39,245	00:55:42,313	$I believe no man here$could ever question your honor.
755	00:55:53,158	00:55:57,027	$King Robert's seal--$unbroken.
756	00:56:04,403	00:56:07,005	$"Lord Eddard Stark$is herein named
757	00:56:07,040	00:56:10,076	$Protector of the Realm,
758	00:56:10,110	00:56:12,511	$to rule as Regent
759	00:56:12,546	00:56:15,715	$until the heir$come of age."
760	00:56:16,783	00:56:19,118	$May I see that letter,$Ser Barristan?
761	00:56:27,561	00:56:30,329	$Protector of the realm.
762	00:56:33,266	00:56:35,802	$Is this meant$to be your shield, Lord Stark?
763	00:56:37,171	00:56:39,105	$A piece of paper?
764	00:56:42,109	00:56:45,278	$- Those were the King's words.$- We have a new King now.
765	00:56:48,316	00:56:51,018	$Lord Eddard, when we last spoke$you offered me some counsel.
766	00:56:51,052	00:56:54,589	$<i>Allow me to return</i>$<i>the courtesy.</i>
767	00:56:54,623	00:56:56,825	$Bend the knee, My Lord.
768	00:56:56,859	00:56:59,395	$Bend the knee and swear$loyalty to my son--
769	00:57:00,631	00:57:03,099	$and we shall allow you$to live out your days
770	00:57:03,133	00:57:05,502	$<i>in the gray waste</i>$<i>you call home.</i>
771	00:57:05,536	00:57:08,271	$Your son has no claim$to the throne.
772	00:57:08,306	00:57:10,040	$Liar!
773	00:57:10,074	00:57:12,609	$You condemn yourself with$your own mouth, Lord Stark.
774	00:57:12,644	00:57:14,678	$Ser Barristan,$seize this traitor.
775	00:57:16,281	00:57:19,417	$Ser Barristan is a good man, a loyal man.$Do him no harm.
776	00:57:21,920	00:57:23,421	$You think$he stands alone?
777	00:57:25,958	00:57:29,728	$Kill him!$Kill all of them, I command it!
778	00:57:29,762	00:57:31,763	$Commander,
779	00:57:31,798	00:57:34,266	$take the Queen and her$children into custody.
780	00:57:34,300	00:57:36,469	$<i>Escort them back</i>$<i>to the royal apartments</i>
781	00:57:36,503	00:57:38,137	$and keep them there,$under guard.
782	00:57:38,171	00:57:40,106	$Men of the Watch!
783	00:57:44,344	00:57:46,412	$I want no bloodshed.
784	00:57:46,446	00:57:49,314	$Tell your men$to lay down their swords.
785	00:57:49,349	00:57:51,316	$No one needs to die.
786	00:57:53,019	00:57:56,388	$<i>Now!</i>
787	00:58:05,564	00:58:08,333	$I did warn you$not to trust me.
